# layered-euclid-burst control log
sample_rate_hz=48000 frames=772364 bpm=110 beats=24
euclid_steps=13 fills=7 rotate=4
burst_cluster=3 spacing_samples=420
euclid_seed=0xe0c11d burst_seed=0xb0057d
events=153
index,engine,when_samples,euclid_step,burst_idx,pan,sampler_tone,resonator_color,granular_spray
677952,0.985611,0.888089,0.897462
678144,0.986002,0.888442,0.898075
678336,0.986387,0.888794,0.898684
678528,0.986767,0.889144,0.899288
678720,0.987142,0.889494,0.899888
678912,0.987512,0.889843,0.900483
679104,0.987876,0.890191,0.901073
679296,0.988235,0.890539,0.901659
679488,0.988589,0.890885,0.902240
679680,0.988937,0.891230,0.902816
679872,0.989280,0.891575,0.903388
680064,0.989618,0.891919,0.903955
680256,0.989951,0.892261,0.904518
680448,0.990278,0.892603,0.905076
680640,0.990599,0.892944,0.905630
680832,0.990916,0.893284,0.906179
681024,0.991227,0.893623,0.906724
681216,0.991532,0.893962,0.907264
681408,0.991833,0.894299,0.907800
681600,0.992128,0.894636,0.908331
681792,0.992417,0.894971,0.908858
681984,0.992701,0.895306,0.909381
682176,0.992980,0.895640,0.909900
682368,0.993254,0.895972,0.910414
682560,0.993522,0.896304,0.910923
682752,0.993784,0.896635,0.911429
682944,0.994042,0.896965,0.911930
683136,0.994294,0.897295,0.912427
683328,0.994540,0.897623,0.912920
683520,0.994781,0.897950,0.913408
683712,0.995017,0.898277,0.913892
683904,0.995247,0.898602,0.914372
684096,0.995472,0.898927,0.914848
684288,0.995691,0.899250,0.915320
684480,0.995905,0.899573,0.915788
684672,0.996114,0.899895,0.916251
684864,0.996317,0.900216,0.916711
685056,0.996515,0.900536,0.917166
685248,0.996707,0.900855,0.917617
685440,0.996894,0.901173,0.918065
685632,0.997075,0.901490,0.918508
685824,0.997251,0.901806,0.918947
686016,0.997422,0.902122,0.919382
686208,0.997587,0.902436,0.919814
686400,0.997747,0.902749,0.920241
686592,0.997901,0.903062,0.920665
686784,0.998050,0.903373,0.921084
686976,0.998193,0.903684,0.921500
687168,0.998331,0.903994,0.921912
687360,0.998463,0.904302,0.922320
687552,0.998590,0.904610,0.922724
687744,0.998712,0.904917,0.923124
687936,0.998828,0.905223,0.923521
688128,0.998938,0.905528,0.923913
688320,0.999043,0.905832,0.924302
688512,0.999143,0.906135,0.924687
688704,0.999237,0.906437,0.925069
688896,0.999326,0.906738,0.925447
689088,0.999409,0.907038,0.925821
689280,0.999487,0.907337,0.926191
689472,0.999559,0.907636,0.926558
689664,0.999626,0.907933,0.926921
689856,0.999687,0.908229,0.927281
690048,0.999743,0.908525,0.927637
690240,0.999793,0.908819,0.927989
690432,0.999838,0.909112,0.928338
690624,0.999877,0.909405,0.928683
690816,0.999911,0.909696,0.929025
691008,0.999940,0.909987,0.929363
691200,0.999963,0.910277,0.929698
691392,0.999980,0.910565,0.930029
691584,0.999992,0.910853,0.930356
691776,0.999999,0.911139,0.930681
691968,1.000000,0.911425,0.931002
692160,0.999995,0.911710,0.931319
692352,0.999985,0.911994,0.931633
692544,0.999970,0.912276,0.931944
692736,0.999949,0.912558,0.932251
692928,0.999923,0.912839,0.932555
693120,0.999891,0.913119,0.932856
693312,0.999854,0.913398,0.933153
693504,0.999811,0.913675,0.933447
693696,0.999763,0.913952,0.933738
693888,0.999709,0.914228,0.934025
694080,0.999650,0.914503,0.934309
694272,0.999585,0.914777,0.934590
694464,0.999515,0.915050,0.934868
694656,0.999439,0.915322,0.935143
694848,0.999358,0.915593,0.935414
695040,0.999271,0.915863,0.935682
695232,0.999179,0.916132,0.935947
695424,0.999082,0.916400,0.936209
695616,0.998979,0.916667,0.936468
695808,0.998870,0.916933,0.936723
696000,0.998756,0.917198,0.936976
696192,0.998637,0.917462,0.937225
696384,0.998512,0.917725,0.937472
696576,0.998382,0.917987,0.937715
696768,0.998246,0.918247,0.937955
696960,0.998105,0.918507,0.938193
697152,0.997958,0.918766,0.938427
697344,0.997806,0.919024,0.938658
697536,0.997648,0.919281,0.938887
697728,0.997485,0.919537,0.939112
697920,0.997317,0.919792,0.939334
698112,0.997143,0.920046,0.939554
698304,0.996964,0.920299,0.939770
698496,0.996779,0.920551,0.939984
698688,0.996589,0.920802,0.940195
698880,0.996393,0.921052,0.940402
699072,0.996192,0.921301,0.940607
699264,0.995985,0.921548,0.940809
699456,0.995773,0.921795,0.941009
699648,0.995556,0.922041,0.941205
699840,0.995333,0.922286,0.941399
700032,0.995105,0.922530,0.941590
700224,0.994871,0.922772,0.941777
700416,0.994632,0.923014,0.941963
700608,0.994388,0.923255,0.942145
700800,0.994138,0.923495,0.942325
700992,0.993883,0.923733,0.942502
701184,0.993622,0.923971,0.942676
701376,0.993356,0.924208,0.942848
701568,0.993085,0.924443,0.943016
701760,0.992808,0.924678,0.943182
701952,0.992526,0.924911,0.943346
702144,0.992239,0.925144,0.943507
702336,0.991946,0.925375,0.943665
702528,0.991647,0.925606,0.943820
702720,0.991344,0.925835,0.943973
702912,0.991035,0.926063,0.944123
703104,0.990720,0.926291,0.944271
703296,0.990401,0.926517,0.944415
703488,0.990076,0.926742,0.944558
703680,0.989745,0.926967,0.944698
703872,0.989410,0.927190,0.944835
704064,0.989069,0.927412,0.944969
704256,0.988722,0.927633,0.945101
704448,0.988370,0.927853,0.945231
704640,0.988013,0.928072,0.945358
704832,0.987651,0.928290,0.945482
705024,0.987283,0.928507,0.945604
705216,0.986911,0.928723,0.945724
705408,0.986532,0.928938,0.945841
705600,0.986149,0.929151,0.945955
705792,0.985760,0.929364,0.946067
705984,0.985366,0.929576,0.946177
706176,0.984967,0.929787,0.946284
706368,0.984562,0.929996,0.946388
706560,0.984152,0.930205,0.946491
706752,0.983737,0.930412,0.946590
706944,0.983316,0.930619,0.946688
707136,0.982891,0.930824,0.946783
707328,0.982460,0.931028,0.946875
707520,0.982024,0.931232,0.946965
707712,0.981582,0.931434,0.947053
707904,0.981136,0.931635,0.947138
708096,0.980684,0.931835,0.947221
708288,0.980227,0.932034,0.947302
708480,0.979765,0.932232,0.947380
708672,0.979298,0.932429,0.947456
708864,0.978825,0.932625,0.947530
709056,0.978347,0.932820,0.947601
709248,0.977864,0.933014,0.947670
709440,0.977376,0.933206,0.947736
709632,0.976883,0.933398,0.947801
709824,0.976384,0.933588,0.947863
710016,0.975881,0.933778,0.947922
710208,0.975372,0.933966,0.947980
710400,0.974858,0.934154,0.948035
710592,0.974339,0.934340,0.948088
710784,0.973815,0.934525,0.948138
710976,0.973286,0.934709,0.948186
711168,0.972752,0.934892,0.948232
711360,0.972212,0.935074,0.948276
711552,0.971668,0.935255,0.948318
711744,0.971118,0.935435,0.948357
711936,0.970564,0.935614,0.948394
712128,0.970004,0.935792,0.948429
712320,0.969439,0.935968,0.948461
712512,0.968869,0.936144,0.948492
712704,0.968294,0.936318,0.948520
712896,0.967714,0.936492,0.948546
713088,0.967129,0.936664,0.948570
713280,0.966539,0.936835,0.948591
713472,0.965944,0.937005,0.948610
713664,0.965345,0.937174,0.948628
713856,0.964740,0.937342,0.948643
714048,0.964130,0.937509,0.948655
714240,0.963515,0.937675,0.948666
714432,0.962895,0.937840,0.948674
714624,0.962270,0.938004,0.948681
714816,0.961640,0.938166,0.948685
715008,0.961005,0.938328,0.948687
715200,0.960366,0.938488,0.948687
715392,0.959721,0.938647,0.948684
715584,0.959072,0.938806,0.948680
715776,0.958417,0.938963,0.948673
715968,0.957758,0.939119,0.948664
716160,0.957094,0.939274,0.948653
716352,0.956425,0.939428,0.948640
716544,0.955751,0.939580,0.948625
716736,0.955072,0.939732,0.948608
716928,0.954388,0.939883,0.948588
717120,0.953700,0.940032,0.948567
717312,0.953006,0.940181,0.948543
717504,0.952308,0.940328,0.948517
717696,0.951605,0.940474,0.948490
717888,0.950898,0.940619,0.948460
718080,0.950185,0.940763,0.948428
718272,0.949468,0.940906,0.948393
718464,0.948746,0.941048,0.948357
718656,0.948019,0.941189,0.948319
718848,0.947287,0.941329,0.948278
719040,0.946551,0.941467,0.948236
719232,0.945810,0.941605,0.948191
719424,0.945064,0.941741,0.948144
719616,0.944313,0.941876,0.948095
719808,0.943558,0.942011,0.948044
720000,0.942798,0.942144,0.947991
720192,0.942034,0.942276,0.947936
720384,0.941264,0.942406,0.947879
720576,0.940491,0.942536,0.947820
720768,0.939712,0.942665,0.947758
720960,0.938929,0.942792,0.947695
721152,0.938141,0.942919,0.947630
721344,0.937349,0.943044,0.947562
721536,0.936552,0.943168,0.947492
721728,0.935750,0.943292,0.947421
721920,0.934944,0.943414,0.947347
722112,0.934133,0.943535,0.947271
722304,0.933318,0.943654,0.947193
722496,0.932498,0.943773,0.947113
722688,0.931674,0.943891,0.947031
722880,0.930845,0.944007,0.946947
723072,0.930012,0.944123,0.946861
723264,0.929174,0.944237,0.946773
723456,0.928331,0.944350,0.946682
723648,0.927484,0.944462,0.946590
723840,0.926633,0.944573,0.946496
724032,0.925777,0.944683,0.946399
724224,0.924917,0.944792,0.946301
724416,0.924053,0.944899,0.946200
724608,0.923184,0.945006,0.946097
724800,0.922310,0.945111,0.945993
724992,0.921432,0.945215,0.945886
725184,0.920550,0.945318,0.945777
725376,0.919664,0.945420,0.945666
725568,0.918773,0.945521,0.945553
725760,0.917877,0.945621,0.945438
725952,0.916978,0.945720,0.945321
726144,0.916074,0.945817,0.945202
726336,0.915166,0.945914,0.945081
726528,0.914253,0.946009,0.944958
726720,0.913337,0.946103,0.944832
726912,0.912416,0.946197,0.944705
727104,0.911490,0.946289,0.944576
727296,0.910561,0.946379,0.944444
727488,0.909627,0.946469,0.944311
727680,0.908689,0.946558,0.944175
727872,0.907747,0.946645,0.944037
728064,0.906801,0.946732,0.943898
728256,0.905850,0.946817,0.943756
728448,0.904896,0.946901,0.943612
728640,0.903937,0.946984,0.943466
728832,0.902974,0.947066,0.943318
729024,0.902007,0.947147,0.943168
729216,0.901036,0.947227,0.943016
729408,0.900060,0.947305,0.942862
729600,0.899081,0.947383,0.942706
729792,0.898098,0.947459,0.942547
729984,0.897110,0.947534,0.942387
730176,0.896119,0.947608,0.942224
730368,0.895123,0.947681,0.942060
730560,0.894124,0.947753,0.941893
730752,0.893121,0.947823,0.941725
730944,0.892113,0.947893,0.941554
731136,0.891102,0.947961,0.941381
731328,0.890086,0.948029,0.941206
731520,0.889067,0.948095,0.941029
731712,0.888044,0.948160,0.940850
731904,0.887017,0.948224,0.940669
732096,0.885986,0.948287,0.940486
732288,0.884951,0.948348,0.940301
732480,0.883912,0.948409,0.940113
732672,0.882869,0.948468,0.939924
732864,0.881823,0.948527,0.939733
733056,0.880773,0.948584,0.939539
733248,0.879719,0.948640,0.939343
733440,0.878661,0.948695,0.939146
733632,0.877599,0.948748,0.938946
733824,0.876534,0.948801,0.938744
734016,0.875465,0.948853,0.938540
734208,0.874392,0.948903,0.938334
734400,0.873315,0.948952,0.938126
734592,0.872235,0.949000,0.937916
734784,0.871151,0.949047,0.937703
734976,0.870063,0.949093,0.937489
735168,0.868972,0.949138,0.937272
735360,0.867877,0.949182,0.937054
735552,0.866778,0.949224,0.936833
735744,0.865676,0.949265,0.936610
735936,0.864571,0.949306,0.936385
736128,0.863461,0.949345,0.936158
736320,0.862348,0.949383,0.935929
736512,0.861232,0.949420,0.935698
736704,0.860112,0.949455,0.935465
736896,0.858988,0.949490,0.935230
737088,0.857861,0.949523,0.934992
737280,0.856731,0.949556,0.934753
737472,0.855597,0.949587,0.934511
737664,0.854460,0.949617,0.934267
737856,0.853319,0.949646,0.934021
738048,0.852175,0.949673,0.933774
738240,0.851027,0.949700,0.933524
738432,0.849876,0.949726,0.933271
738624,0.848721,0.949750,0.933017
738816,0.847564,0.949773,0.932761
739008,0.846403,0.949795,0.932502
739200,0.845238,0.949816,0.932242
739392,0.844070,0.949836,0.931979
739584,0.842899,0.949855,0.931715
739776,0.841725,0.949872,0.931448
739968,0.840548,0.949889,0.931179
740160,0.839367,0.949904,0.930908
740352,0.838183,0.949918,0.930635
740544,0.836996,0.949931,0.930359
740736,0.835805,0.949943,0.930082
740928,0.834612,0.949954,0.929803
741120,0.833415,0.949964,0.929521
741312,0.832215,0.949972,0.929238
741504,0.831012,0.949980,0.928952
741696,0.829806,0.949986,0.928664
741888,0.828597,0.949991,0.928374
742080,0.827385,0.949995,0.928082
742272,0.826169,0.949998,0.927788
742464,0.824951,0.949999,0.927492
742656,0.823730,0.950000,0.927193
742848,0.822505,0.949999,0.926893
743040,0.821278,0.949998,0.926590
743232,0.820047,0.949995,0.926286
743424,0.818814,0.949991,0.925979
743616,0.817578,0.949986,0.925670
743808,0.816339,0.949980,0.925359
744000,0.815097,0.949972,0.925047
744192,0.813852,0.949964,0.924731
744384,0.812604,0.949954,0.924414
744576,0.811354,0.949943,0.924095
744768,0.810100,0.949931,0.923774
744960,0.808844,0.949918,0.923450
745152,0.807585,0.949904,0.923125
745344,0.806323,0.949889,0.922797
745536,0.805058,0.949873,0.922468
745728,0.803791,0.949855,0.922136
745920,0.802521,0.949836,0.921802
746112,0.801248,0.949816,0.921466
746304,0.799973,0.949795,0.921128
746496,0.798695,0.949773,0.920788
746688,0.797414,0.949750,0.920446
746880,0.796130,0.949726,0.920102
747072,0.794844,0.949700,0.919756
747264,0.793556,0.949674,0.919408
747456,0.792265,0.949646,0.919057
747648,0.790971,0.949617,0.918705
747840,0.789674,0.949587,0.918350
748032,0.788376,0.949556,0.917994
748224,0.787074,0.949523,0.917635
748416,0.785770,0.949490,0.917275
748608,0.784464,0.949456,0.916912
748800,0.783155,0.949420,0.916547
748992,0.781844,0.949383,0.916181
749184,0.780531,0.949345,0.915812
749376,0.779215,0.949306,0.915441
749568,0.777896,0.949266,0.915068
749760,0.776576,0.949224,0.914694
749952,0.775253,0.949182,0.914317
750144,0.773927,0.949138,0.913938
750336,0.772599,0.949094,0.913557
750528,0.771269,0.949048,0.913174
750720,0.769937,0.949001,0.912789
750912,0.768603,0.948953,0.912402
751104,0.767266,0.948903,0.912013
751296,0.765927,0.948853,0.911622
751488,0.764586,0.948802,0.911230
751680,0.763243,0.948749,0.910835
751872,0.761897,0.948695,0.910438
752064,0.760550,0.948640,0.910039
752256,0.759200,0.948584,0.909638
752448,0.757848,0.948527,0.909236
752640,0.756494,0.948469,0.908831
752832,0.755138,0.948409,0.908424
753024,0.753780,0.948349,0.908015
753216,0.752420,0.948287,0.907605
753408,0.751058,0.948224,0.907192
753600,0.749694,0.948160,0.906778
753792,0.748329,0.948095,0.906362
753984,0.746961,0.948029,0.905943
754176,0.745591,0.947962,0.905523
754368,0.744219,0.947894,0.905101
754560,0.742846,0.947824,0.904677
754752,0.741470,0.947753,0.904251
754944,0.740093,0.947682,0.903823
755136,0.738714,0.947609,0.903393
755328,0.737333,0.947535,0.902962
755520,0.735950,0.947459,0.902528
755712,0.734565,0.947383,0.902093
755904,0.733179,0.947306,0.901656
756096,0.731791,0.947227,0.901217
756288,0.730402,0.947147,0.900776
756480,0.729010,0.947067,0.900333
756672,0.727617,0.946985,0.899888
756864,0.726222,0.946902,0.899442
757056,0.724826,0.946818,0.898994
757248,0.723428,0.946732,0.898543
757440,0.722028,0.946646,0.898092
757632,0.720627,0.946559,0.897638
757824,0.719225,0.946470,0.897182
758016,0.717820,0.946380,0.896725
758208,0.716415,0.946289,0.896266
758400,0.715007,0.946197,0.895805
758592,0.713599,0.946104,0.895343
758784,0.712189,0.946010,0.894878
758976,0.710777,0.945915,0.894412
759168,0.709364,0.945818,0.893945
759360,0.707950,0.945721,0.893475
759552,0.706534,0.945622,0.893004
759744,0.705117,0.945522,0.892531
759936,0.703698,0.945421,0.892056
760128,0.702278,0.945319,0.891580
760320,0.700857,0.945216,0.891102
760512,0.699435,0.945112,0.890622
760704,0.698011,0.945006,0.890141
760896,0.696586,0.944900,0.889658
761088,0.695160,0.944792,0.889173
761280,0.693733,0.944684,0.888687
761472,0.692305,0.944574,0.888199
761664,0.690875,0.944463,0.887709
761856,0.689444,0.944351,0.887218
762048,0.688012,0.944238,0.886725
762240,0.686579,0.944123,0.886231
762432,0.685145,0.944008,0.885735
762624,0.683710,0.943892,0.885238
762816,0.682274,0.943774,0.884739
763008,0.680837,0.943655,0.884238
763200,0.679399,0.943535,0.883736
763392,0.677960,0.943415,0.883232
763584,0.676520,0.943293,0.882727
763776,0.675079,0.943169,0.882221
763968,0.673637,0.943045,0.881713
764160,0.672194,0.942920,0.881203
764352,0.670750,0.942793,0.880692
764544,0.669306,0.942666,0.880179
764736,0.667860,0.942537,0.879665
764928,0.666414,0.942407,0.879150
765120,0.664967,0.942277,0.878633
765312,0.663520,0.942145,0.878115
765504,0.662071,0.942012,0.877596
765696,0.660622,0.941877,0.877075
765888,0.659172,0.941742,0.876552
766080,0.657721,0.941606,0.876029
766272,0.656270,0.941468,0.875503
766464,0.654818,0.941330,0.874977
766656,0.653365,0.941190,0.874449
766848,0.651912,0.941049,0.873920
767040,0.650458,0.940908,0.873390
767232,0.649004,0.940765,0.872858
767424,0.647549,0.940621,0.872326
767616,0.646094,0.940475,0.871792
767808,0.644638,0.940329,0.871256
768000,0.643181,0.940182,0.870720
768192,0.641724,0.940033,0.870182
768384,0.640267,0.939884,0.869643
768576,0.638809,0.939733,0.869103
768768,0.637351,0.939582,0.868561
768960,0.635893,0.939429,0.868019
769152,0.634434,0.939275,0.867475
769344,0.632974,0.939120,0.866930
769536,0.631515,0.938964,0.866385
769728,0.630055,0.938807,0.865838
769920,0.628595,0.938649,0.865290
770112,0.627134,0.938489,0.864740
770304,0.625674,0.938329,0.864190
770496,0.624213,0.938167,0.863639
770688,0.622752,0.938005,0.863087
770880,0.621291,0.937841,0.862533
771072,0.619829,0.937676,0.861979
771264,0.618368,0.937511,0.861424
771456,0.616906,0.937344,0.860868
771648,0.615444,0.937176,0.860310
771840,0.613982,0.937007,0.859752
772032,0.612520,0.936836,0.859193
772224,0.611058,0.936665,0.858633
772363,0.610000,0.936541,0.858227
normalize=0.930000
