# engine-hybrid-stack control log
sample_rate_hz=48000 frames=726000 bpm=128 beats=28
euclid_steps=11 fills=6 rotate=2 steps_per_beat=4
burst_cluster=4 spacing_samples=360 frames_per_step=5625
euclid_seed=0xc0ffee burst_seed=0xb17eb5e
events=244
index,engine,when_samples,euclid_step,burst_idx,pan,sampler_brightness,sampler_drive,resonator_bloom,resonator_feedback,granular_density,macro_pan
609504,0.479138,0.609356,0.943668,0.952278,0.120231,0.699120
609600,0.478681,0.609555,0.943823,0.952074,0.120220,0.699010
609696,0.478225,0.609755,0.943978,0.951869,0.120210,0.698899
609792,0.477769,0.609954,0.944133,0.951663,0.120200,0.698788
609888,0.477314,0.610153,0.944287,0.951457,0.120190,0.698678
609984,0.476859,0.610353,0.944441,0.951251,0.120180,0.698567
610080,0.476404,0.610552,0.944595,0.951044,0.120171,0.698456
610176,0.475950,0.610751,0.944749,0.950837,0.120162,0.698346
610272,0.475496,0.610951,0.944903,0.950630,0.120153,0.698235
610368,0.475042,0.611150,0.945056,0.950422,0.120145,0.698124
610464,0.474589,0.611349,0.945209,0.950214,0.120136,0.698013
610560,0.474136,0.611549,0.945362,0.950005,0.120128,0.697902
610656,0.473684,0.611748,0.945515,0.949796,0.120121,0.697792
610752,0.473232,0.611947,0.945668,0.949586,0.120113,0.697681
610848,0.472780,0.612147,0.945820,0.949377,0.120106,0.697570
610944,0.472329,0.612346,0.945972,0.949166,0.120099,0.697459
611040,0.471878,0.612545,0.946124,0.948956,0.120092,0.697348
611136,0.471428,0.612745,0.946276,0.948745,0.120085,0.697237
611232,0.470978,0.612944,0.946428,0.948533,0.120079,0.697126
611328,0.470529,0.613143,0.946579,0.948321,0.120073,0.697015
611424,0.470079,0.613342,0.946730,0.948109,0.120067,0.696905
611520,0.469631,0.613542,0.946882,0.947896,0.120062,0.696794
611616,0.469182,0.613741,0.947032,0.947683,0.120056,0.696683
611712,0.468734,0.613940,0.947183,0.947470,0.120051,0.696572
611808,0.468287,0.614140,0.947333,0.947256,0.120046,0.696461
611904,0.467840,0.614339,0.947484,0.947042,0.120042,0.696350
612000,0.467393,0.614538,0.947634,0.946827,0.120037,0.696239
612096,0.466947,0.614737,0.947783,0.946612,0.120033,0.696128
612192,0.466501,0.614937,0.947933,0.946397,0.120029,0.696017
612288,0.466055,0.615136,0.948082,0.946181,0.120026,0.695905
612384,0.465610,0.615335,0.948232,0.945965,0.120022,0.695794
612480,0.465165,0.615534,0.948381,0.945748,0.120019,0.695683
612576,0.464721,0.615734,0.948530,0.945531,0.120016,0.695572
612672,0.464277,0.615933,0.948678,0.945314,0.120014,0.695461
612768,0.463834,0.616132,0.948827,0.945096,0.120011,0.695350
612864,0.463391,0.616331,0.948975,0.944878,0.120009,0.695239
612960,0.462948,0.616531,0.949123,0.944659,0.120007,0.695128
613056,0.462506,0.616730,0.949271,0.944441,0.120005,0.695016
613152,0.462064,0.616929,0.949418,0.944221,0.120004,0.694905
613248,0.461623,0.617128,0.949566,0.944001,0.120003,0.694794
613344,0.461182,0.617328,0.949713,0.943781,0.120002,0.694683
613440,0.460741,0.617527,0.949860,0.943561,0.120001,0.694572
613536,0.460301,0.617726,0.950007,0.943340,0.120000,0.694460
613632,0.459862,0.617925,0.950153,0.943119,0.120000,0.694349
613728,0.459422,0.618124,0.950300,0.942897,0.120000,0.694238
613824,0.458983,0.618324,0.950446,0.942675,0.120000,0.694126
613920,0.458545,0.618523,0.950592,0.942453,0.120001,0.694015
614016,0.458107,0.618722,0.950738,0.942230,0.120001,0.693904
614112,0.457670,0.618921,0.950883,0.942006,0.120002,0.693792
614208,0.457232,0.619120,0.951029,0.941783,0.120003,0.693681
614304,0.456796,0.619319,0.951174,0.941559,0.120005,0.693570
614400,0.456360,0.619519,0.951319,0.941334,0.120006,0.693458
614496,0.455924,0.619718,0.951464,0.941110,0.120008,0.693347
614592,0.455488,0.619917,0.951608,0.940885,0.120010,0.693235
614688,0.455053,0.620116,0.951753,0.940659,0.120012,0.693124
614784,0.454619,0.620315,0.951897,0.940433,0.120015,0.693013
614880,0.454185,0.620514,0.952041,0.940207,0.120018,0.692901
614976,0.453751,0.620714,0.952185,0.939980,0.120021,0.692790
615072,0.453318,0.620913,0.952328,0.939753,0.120024,0.692678
615168,0.452885,0.621112,0.952472,0.939526,0.120027,0.692567
615264,0.452453,0.621311,0.952615,0.939298,0.120031,0.692455
615360,0.452021,0.621510,0.952758,0.939069,0.120035,0.692344
615456,0.451590,0.621709,0.952901,0.938841,0.120039,0.692232
615552,0.451159,0.621908,0.953043,0.938612,0.120044,0.692121
615648,0.450728,0.622107,0.953185,0.938383,0.120048,0.692009
615744,0.450298,0.622306,0.953328,0.938153,0.120053,0.691897
615840,0.449869,0.622505,0.953470,0.937923,0.120058,0.691786
615936,0.449439,0.622705,0.953611,0.937692,0.120063,0.691674
616032,0.449011,0.622904,0.953753,0.937461,0.120069,0.691562
616128,0.448582,0.623103,0.953894,0.937230,0.120075,0.691451
616224,0.448154,0.623302,0.954035,0.936998,0.120081,0.691339
616320,0.447727,0.623501,0.954176,0.936766,0.120087,0.691227
616416,0.447300,0.623700,0.954317,0.936534,0.120093,0.691116
616512,0.446874,0.623899,0.954458,0.936301,0.120100,0.691004
616608,0.446448,0.624098,0.954598,0.936068,0.120107,0.690892
616704,0.446022,0.624297,0.954738,0.935834,0.120114,0.690781
616800,0.445597,0.624496,0.954878,0.935600,0.120121,0.690669
616896,0.445172,0.624695,0.955018,0.935366,0.120129,0.690557
616992,0.444748,0.624894,0.955157,0.935131,0.120137,0.690445
617088,0.444324,0.625093,0.955297,0.934896,0.120145,0.690334
617184,0.443901,0.625292,0.955436,0.934661,0.120153,0.690222
617280,0.443478,0.625491,0.955575,0.934425,0.120161,0.690110
617376,0.443056,0.625690,0.955713,0.934189,0.120170,0.689998
617472,0.442634,0.625889,0.955852,0.933952,0.120179,0.689886
617568,0.442213,0.626088,0.955990,0.933715,0.120188,0.689774
617664,0.441792,0.626287,0.956128,0.933478,0.120197,0.689662
617760,0.441371,0.626486,0.956266,0.933240,0.120207,0.689551
617856,0.440951,0.626685,0.956404,0.933002,0.120217,0.689439
617952,0.440531,0.626884,0.956541,0.932764,0.120227,0.689327
618048,0.440112,0.627083,0.956678,0.932525,0.120237,0.689215
618144,0.439694,0.627282,0.956815,0.932286,0.120247,0.689103
618240,0.439276,0.627481,0.956952,0.932046,0.120258,0.688991
618336,0.438858,0.627680,0.957089,0.931806,0.120269,0.688879
618432,0.438441,0.627879,0.957225,0.931566,0.120280,0.688767
618528,0.438024,0.628077,0.957362,0.931326,0.120291,0.688655
618624,0.437608,0.628276,0.957498,0.931084,0.120303,0.688543
618720,0.437192,0.628475,0.957633,0.930843,0.120315,0.688431
618816,0.436777,0.628674,0.957769,0.930601,0.120326,0.688319
618912,0.436362,0.628873,0.957904,0.930359,0.120339,0.688207
619008,0.435947,0.629072,0.958040,0.930117,0.120351,0.688095
619104,0.435533,0.629271,0.958175,0.929874,0.120364,0.687983
619200,0.435120,0.629470,0.958310,0.929631,0.120376,0.687871
619296,0.434707,0.629669,0.958444,0.929387,0.120390,0.687758
619392,0.434295,0.629867,0.958578,0.929143,0.120403,0.687646
619488,0.433883,0.630066,0.958713,0.928899,0.120416,0.687534
619584,0.433471,0.630265,0.958847,0.928654,0.120430,0.687422
619680,0.433060,0.630464,0.958980,0.928409,0.120444,0.687310
619776,0.432650,0.630663,0.959114,0.928163,0.120458,0.687198
619872,0.432240,0.630861,0.959247,0.927917,0.120472,0.687085
619968,0.431830,0.631060,0.959380,0.927671,0.120487,0.686973
620064,0.431421,0.631259,0.959513,0.927425,0.120502,0.686861
620160,0.431013,0.631458,0.959646,0.927178,0.120517,0.686749
620256,0.430604,0.631657,0.959779,0.926931,0.120532,0.686636
620352,0.430197,0.631855,0.959911,0.926683,0.120547,0.686524
620448,0.429790,0.632054,0.960043,0.926435,0.120563,0.686412
620544,0.429383,0.632253,0.960175,0.926187,0.120579,0.686300
620640,0.428977,0.632452,0.960307,0.925938,0.120595,0.686187
620736,0.428571,0.632650,0.960438,0.925689,0.120611,0.686075
620832,0.428166,0.632849,0.960570,0.925439,0.120627,0.685963
620928,0.427762,0.633048,0.960701,0.925189,0.120644,0.685850
621024,0.427358,0.633247,0.960831,0.924939,0.120661,0.685738
621120,0.426954,0.633445,0.960962,0.924689,0.120678,0.685625
621216,0.426551,0.633644,0.961093,0.924438,0.120695,0.685513
621312,0.426148,0.633843,0.961223,0.924187,0.120712,0.685401
621408,0.425746,0.634041,0.961353,0.923935,0.120730,0.685288
621504,0.425345,0.634240,0.961483,0.923683,0.120748,0.685176
621600,0.424943,0.634439,0.961612,0.923431,0.120766,0.685063
621696,0.424543,0.634637,0.961742,0.923178,0.120784,0.684951
621792,0.424143,0.634836,0.961871,0.922925,0.120803,0.684838
621888,0.423743,0.635035,0.962000,0.922671,0.120822,0.684726
621984,0.423344,0.635233,0.962129,0.922418,0.120841,0.684613
622080,0.422945,0.635432,0.962257,0.922164,0.120860,0.684501
622176,0.422547,0.635631,0.962386,0.921909,0.120879,0.684388
622272,0.422150,0.635829,0.962514,0.921654,0.120899,0.684276
622368,0.421753,0.636028,0.962642,0.921399,0.120918,0.684163
622464,0.421356,0.636226,0.962770,0.921143,0.120938,0.684051
622560,0.420960,0.636425,0.962897,0.920888,0.120958,0.683938
622656,0.420565,0.636623,0.963025,0.920631,0.120979,0.683825
622752,0.420170,0.636822,0.963152,0.920375,0.120999,0.683713
622848,0.419775,0.637021,0.963279,0.920118,0.121020,0.683600
622944,0.419381,0.637219,0.963405,0.919860,0.121041,0.683487
623040,0.418988,0.637418,0.963532,0.919603,0.121062,0.683375
623136,0.418595,0.637616,0.963658,0.919345,0.121083,0.683262
623232,0.418202,0.637815,0.963784,0.919086,0.121105,0.683149
623328,0.417810,0.638013,0.963910,0.918828,0.121127,0.683037
623424,0.417419,0.638212,0.964036,0.918568,0.121149,0.682924
623520,0.417028,0.638410,0.964161,0.918309,0.121171,0.682811
623616,0.416638,0.638609,0.964286,0.918049,0.121193,0.682699
623712,0.416248,0.638807,0.964411,0.917789,0.121216,0.682586
623808,0.415858,0.639006,0.964536,0.917529,0.121238,0.682473
623904,0.415470,0.639204,0.964661,0.917268,0.121261,0.682360
624000,0.415081,0.639402,0.964785,0.917007,0.121284,0.682247
624096,0.414694,0.639601,0.964910,0.916745,0.121308,0.682135
624192,0.414306,0.639799,0.965034,0.916483,0.121331,0.682022
624288,0.413920,0.639998,0.965157,0.916221,0.121355,0.681909
624384,0.413534,0.640196,0.965281,0.915958,0.121379,0.681796
624480,0.413148,0.640394,0.965404,0.915695,0.121403,0.681683
624576,0.412763,0.640593,0.965527,0.915432,0.121427,0.681570
624672,0.412378,0.640791,0.965650,0.915169,0.121452,0.681457
624768,0.411994,0.640990,0.965773,0.914905,0.121476,0.681345
624864,0.411611,0.641188,0.965896,0.914640,0.121501,0.681232
624960,0.411228,0.641386,0.966018,0.914376,0.121526,0.681119
625056,0.410845,0.641585,0.966140,0.914111,0.121552,0.681006
625152,0.410463,0.641783,0.966262,0.913845,0.121577,0.680893
625248,0.410082,0.641981,0.966384,0.913580,0.121603,0.680780
625344,0.409701,0.642179,0.966505,0.913314,0.121629,0.680667
625440,0.409321,0.642378,0.966626,0.913047,0.121655,0.680554
625536,0.408941,0.642576,0.966747,0.912781,0.121681,0.680441
625632,0.408562,0.642774,0.966868,0.912513,0.121707,0.680328
625728,0.408183,0.642973,0.966989,0.912246,0.121734,0.680215
625824,0.407805,0.643171,0.967109,0.911978,0.121761,0.680102
625920,0.407427,0.643369,0.967229,0.911710,0.121788,0.679989
626016,0.407050,0.643567,0.967349,0.911442,0.121815,0.679875
626112,0.406674,0.643765,0.967469,0.911173,0.121842,0.679762
626208,0.406298,0.643964,0.967589,0.910904,0.121870,0.679649
626304,0.405923,0.644162,0.967708,0.910635,0.121897,0.679536
626400,0.405548,0.644360,0.967827,0.910365,0.121925,0.679423
626496,0.405173,0.644558,0.967946,0.910095,0.121953,0.679310
626592,0.404800,0.644756,0.968065,0.909824,0.121982,0.679197
626688,0.404426,0.644954,0.968184,0.909553,0.122010,0.679083
626784,0.404054,0.645153,0.968302,0.909282,0.122039,0.678970
626880,0.403682,0.645351,0.968420,0.909011,0.122068,0.678857
626976,0.403310,0.645549,0.968538,0.908739,0.122097,0.678744
627072,0.402939,0.645747,0.968655,0.908467,0.122126,0.678631
627168,0.402568,0.645945,0.968773,0.908194,0.122155,0.678517
627264,0.402198,0.646143,0.968890,0.907922,0.122185,0.678404
627360,0.401829,0.646341,0.969007,0.907648,0.122215,0.678291
627456,0.401460,0.646539,0.969124,0.907375,0.122245,0.678178
627552,0.401092,0.646737,0.969241,0.907101,0.122275,0.678064
627648,0.400724,0.646935,0.969357,0.906827,0.122305,0.677951
627744,0.400357,0.647133,0.969473,0.906553,0.122336,0.677838
627840,0.399991,0.647331,0.969589,0.906278,0.122366,0.677724
627936,0.399625,0.647529,0.969705,0.906003,0.122397,0.677611
628032,0.399259,0.647727,0.969821,0.905727,0.122428,0.677498
628128,0.398894,0.647925,0.969936,0.905451,0.122460,0.677384
628224,0.398530,0.648123,0.970051,0.905175,0.122491,0.677271
628320,0.398166,0.648321,0.970166,0.904899,0.122523,0.677157
628416,0.397803,0.648519,0.970281,0.904622,0.122554,0.677044
628512,0.397440,0.648717,0.970395,0.904345,0.122586,0.676930
628608,0.397078,0.648915,0.970509,0.904067,0.122618,0.676817
628704,0.396717,0.649113,0.970623,0.903790,0.122651,0.676704
628800,0.396356,0.649311,0.970737,0.903511,0.122683,0.676590
628896,0.395995,0.649509,0.970851,0.903233,0.122716,0.676477
628992,0.395635,0.649706,0.970964,0.902954,0.122749,0.676363
629088,0.395276,0.649904,0.971078,0.902675,0.122782,0.676250
629184,0.394917,0.650102,0.971191,0.902396,0.122815,0.676136
629280,0.394559,0.650300,0.971303,0.902116,0.122848,0.676023
629376,0.394202,0.650498,0.971416,0.901836,0.122882,0.675909
629472,0.393845,0.650696,0.971528,0.901556,0.122916,0.675795
629568,0.393488,0.650893,0.971640,0.901275,0.122949,0.675682
629664,0.393133,0.651091,0.971752,0.900994,0.122983,0.675568
629760,0.392777,0.651289,0.971864,0.900712,0.123018,0.675455
629856,0.392423,0.651487,0.971976,0.900431,0.123052,0.675341
629952,0.392069,0.651684,0.972087,0.900149,0.123087,0.675227
630048,0.391715,0.651882,0.972198,0.899866,0.123122,0.675114
630144,0.391362,0.652080,0.972309,0.899584,0.123156,0.675000
630240,0.391010,0.652277,0.972419,0.899301,0.123192,0.674886
630336,0.390658,0.652475,0.972530,0.899017,0.123227,0.674773
630432,0.390307,0.652673,0.972640,0.898734,0.123262,0.674659
630528,0.389956,0.652870,0.972750,0.898450,0.123298,0.674545
630624,0.389606,0.653068,0.972860,0.898166,0.123334,0.674432
630720,0.389257,0.653266,0.972970,0.897881,0.123370,0.674318
630816,0.388908,0.653463,0.973079,0.897596,0.123406,0.674204
630912,0.388559,0.653661,0.973188,0.897311,0.123442,0.674090
631008,0.388212,0.653859,0.973297,0.897025,0.123479,0.673976
631104,0.387865,0.654056,0.973406,0.896740,0.123515,0.673863
631200,0.387518,0.654254,0.973514,0.896453,0.123552,0.673749
631296,0.387172,0.654451,0.973623,0.896167,0.123589,0.673635
631392,0.386827,0.654649,0.973731,0.895880,0.123626,0.673521
631488,0.386482,0.654846,0.973838,0.895593,0.123663,0.673407
631584,0.386138,0.655044,0.973946,0.895305,0.123701,0.673294
631680,0.385794,0.655241,0.974054,0.895018,0.123739,0.673180
631776,0.385451,0.655439,0.974161,0.894730,0.123776,0.673066
631872,0.385109,0.655636,0.974268,0.894441,0.123814,0.672952
631968,0.384767,0.655834,0.974375,0.894153,0.123853,0.672838
632064,0.384426,0.656031,0.974481,0.893864,0.123891,0.672724
632160,0.384085,0.656229,0.974588,0.893574,0.123929,0.672610
632256,0.383745,0.656426,0.974694,0.893285,0.123968,0.672496
632352,0.383406,0.656623,0.974800,0.892995,0.124007,0.672382
632448,0.383067,0.656821,0.974905,0.892704,0.124046,0.672268
632544,0.382729,0.657018,0.975011,0.892414,0.124085,0.672154
632640,0.382391,0.657216,0.975116,0.892123,0.124124,0.672040
632736,0.382054,0.657413,0.975221,0.891832,0.124164,0.671926
632832,0.381717,0.657610,0.975326,0.891540,0.124203,0.671812
632928,0.381382,0.657808,0.975431,0.891248,0.124243,0.671698
633024,0.381046,0.658005,0.975535,0.890956,0.124283,0.671584
633120,0.380712,0.658202,0.975639,0.890664,0.124323,0.671470
633216,0.380378,0.658399,0.975743,0.890371,0.124363,0.671356
633312,0.380044,0.658597,0.975847,0.890078,0.124404,0.671242
633408,0.379711,0.658794,0.975951,0.889785,0.124444,0.671128
633504,0.379379,0.658991,0.976054,0.889491,0.124485,0.671014
633600,0.379047,0.659188,0.976157,0.889197,0.124526,0.670900
633696,0.378716,0.659386,0.976260,0.888903,0.124567,0.670785
633792,0.378386,0.659583,0.976363,0.888608,0.124608,0.670671
633888,0.378056,0.659780,0.976465,0.888313,0.124650,0.670557
633984,0.377727,0.659977,0.976567,0.888018,0.124691,0.670443
634080,0.377398,0.660174,0.976670,0.887723,0.124733,0.670329
634176,0.377070,0.660371,0.976771,0.887427,0.124775,0.670215
634272,0.376743,0.660568,0.976873,0.887131,0.124817,0.670100
634368,0.376416,0.660765,0.976974,0.886835,0.124859,0.669986
634464,0.376090,0.660963,0.977076,0.886538,0.124901,0.669872
634560,0.375765,0.661160,0.977177,0.886241,0.124944,0.669758
634656,0.375440,0.661357,0.977277,0.885944,0.124987,0.669643
634752,0.375115,0.661554,0.977378,0.885646,0.125029,0.669529
634848,0.374792,0.661751,0.977478,0.885348,0.125072,0.669415
634944,0.374469,0.661948,0.977578,0.885050,0.125115,0.669300
635040,0.374146,0.662145,0.977678,0.884751,0.125159,0.669186
635136,0.373824,0.662342,0.977778,0.884453,0.125202,0.669072
635232,0.373503,0.662539,0.977877,0.884153,0.125246,0.668957
635328,0.373182,0.662736,0.977977,0.883854,0.125289,0.668843
635424,0.372862,0.662933,0.978076,0.883554,0.125333,0.668729
635520,0.372543,0.663129,0.978174,0.883254,0.125377,0.668614
635616,0.372224,0.663326,0.978273,0.882954,0.125421,0.668500
635712,0.371906,0.663523,0.978371,0.882654,0.125466,0.668385
635808,0.371589,0.663720,0.978469,0.882353,0.125510,0.668271
635904,0.371272,0.663917,0.978567,0.882052,0.125555,0.668157
636000,0.370955,0.664114,0.978665,0.881750,0.125600,0.668042
636096,0.370640,0.664311,0.978763,0.881448,0.125644,0.667928
636192,0.370325,0.664507,0.978860,0.881146,0.125690,0.667813
636288,0.370010,0.664704,0.978957,0.880844,0.125735,0.667699
636384,0.369697,0.664901,0.979054,0.880541,0.125780,0.667584
636480,0.369384,0.665098,0.979150,0.880238,0.125826,0.667470
636576,0.369071,0.665294,0.979247,0.879935,0.125871,0.667355
636672,0.368759,0.665491,0.979343,0.879632,0.125917,0.667241
636768,0.368448,0.665688,0.979439,0.879328,0.125963,0.667126
636864,0.368137,0.665884,0.979535,0.879024,0.126009,0.667012
636960,0.367827,0.666081,0.979630,0.878719,0.126055,0.666897
637056,0.367518,0.666278,0.979726,0.878415,0.126102,0.666782
637152,0.367209,0.666474,0.979821,0.878110,0.126148,0.666668
637248,0.366901,0.666671,0.979916,0.877804,0.126195,0.666553
637344,0.366594,0.666868,0.980010,0.877499,0.126242,0.666439
637440,0.366287,0.667064,0.980105,0.877193,0.126289,0.666324
637536,0.365981,0.667261,0.980199,0.876887,0.126336,0.666209
637632,0.365675,0.667457,0.980293,0.876581,0.126383,0.666095
637728,0.365370,0.667654,0.980387,0.876274,0.126431,0.665980
637824,0.365066,0.667850,0.980480,0.875967,0.126478,0.665865
637920,0.364762,0.668047,0.980574,0.875660,0.126526,0.665751
638016,0.364459,0.668243,0.980667,0.875352,0.126574,0.665636
638112,0.364157,0.668440,0.980760,0.875044,0.126622,0.665521
638208,0.363855,0.668636,0.980852,0.874736,0.126670,0.665406
638304,0.363554,0.668833,0.980945,0.874428,0.126718,0.665292
638400,0.363254,0.669029,0.981037,0.874119,0.126767,0.665177
638496,0.362954,0.669226,0.981129,0.873810,0.126815,0.665062
638592,0.362655,0.669422,0.981221,0.873501,0.126864,0.664947
638688,0.362356,0.669618,0.981313,0.873191,0.126913,0.664833
638784,0.362058,0.669815,0.981404,0.872882,0.126962,0.664718
638880,0.361761,0.670011,0.981495,0.872572,0.127011,0.664603
638976,0.361464,0.670207,0.981586,0.872261,0.127060,0.664488
639072,0.361168,0.670404,0.981677,0.871951,0.127109,0.664373
639168,0.360873,0.670600,0.981768,0.871640,0.127159,0.664258
639264,0.360578,0.670796,0.981858,0.871328,0.127209,0.664144
639360,0.360284,0.670992,0.981948,0.871017,0.127258,0.664029
639456,0.359991,0.671189,0.982038,0.870705,0.127308,0.663914
639552,0.359698,0.671385,0.982127,0.870393,0.127358,0.663799
639648,0.359406,0.671581,0.982217,0.870081,0.127409,0.663684
639744,0.359115,0.671777,0.982306,0.869768,0.127459,0.663569
639840,0.358824,0.671973,0.982395,0.869455,0.127509,0.663454
639936,0.358534,0.672170,0.982484,0.869142,0.127560,0.663339
640032,0.358244,0.672366,0.982572,0.868829,0.127611,0.663224
640128,0.357956,0.672562,0.982661,0.868515,0.127662,0.663109
640224,0.357667,0.672758,0.982749,0.868201,0.127713,0.662994
640320,0.357380,0.672954,0.982837,0.867887,0.127764,0.662879
640416,0.357093,0.673150,0.982924,0.867572,0.127815,0.662764
640512,0.356807,0.673346,0.983012,0.867258,0.127867,0.662649
640608,0.356521,0.673542,0.983099,0.866943,0.127918,0.662534
640704,0.356237,0.673738,0.983186,0.866627,0.127970,0.662419
640800,0.355952,0.673934,0.983273,0.866312,0.128022,0.662304
640896,0.355669,0.674130,0.983359,0.865996,0.128074,0.662189
640992,0.355386,0.674326,0.983446,0.865680,0.128126,0.662074
641088,0.355104,0.674522,0.983532,0.865363,0.128178,0.661959
641184,0.354822,0.674718,0.983618,0.865047,0.128230,0.661843
641280,0.354541,0.674914,0.983703,0.864730,0.128283,0.661728
641376,0.354261,0.675109,0.983789,0.864413,0.128335,0.661613
641472,0.353981,0.675305,0.983874,0.864095,0.128388,0.661498
641568,0.353702,0.675501,0.983959,0.863777,0.128441,0.661383
641664,0.353424,0.675697,0.984044,0.863459,0.128494,0.661268
641760,0.353146,0.675893,0.984129,0.863141,0.128547,0.661153
641856,0.352869,0.676088,0.984213,0.862823,0.128600,0.661037
641952,0.352593,0.676284,0.984297,0.862504,0.128654,0.660922
642048,0.352318,0.676480,0.984381,0.862185,0.128707,0.660807
642144,0.352043,0.676676,0.984465,0.861865,0.128761,0.660692
642240,0.351768,0.676871,0.984548,0.861546,0.128814,0.660576
642336,0.351495,0.677067,0.984631,0.861226,0.128868,0.660461
642432,0.351222,0.677263,0.984714,0.860906,0.128922,0.660346
642528,0.350949,0.677458,0.984797,0.860585,0.128976,0.660231
642624,0.350678,0.677654,0.984880,0.860265,0.129031,0.660115
642720,0.350407,0.677849,0.984962,0.859944,0.129085,0.660000
642816,0.350137,0.678045,0.985044,0.859623,0.129140,0.659885
642912,0.349867,0.678241,0.985126,0.859301,0.129194,0.659769
643008,0.349598,0.678436,0.985208,0.858980,0.129249,0.659654
643104,0.349330,0.678632,0.985290,0.858658,0.129304,0.659539
643200,0.349062,0.678827,0.985371,0.858336,0.129359,0.659423
643296,0.348795,0.679023,0.985452,0.858013,0.129414,0.659308
643392,0.348529,0.679218,0.985533,0.857690,0.129469,0.659192
643488,0.348263,0.679414,0.985613,0.857367,0.129525,0.659077
643584,0.347998,0.679609,0.985694,0.857044,0.129580,0.658962
643680,0.347734,0.679804,0.985774,0.856721,0.129636,0.658846
643776,0.347471,0.680000,0.985854,0.856397,0.129691,0.658731
643872,0.347208,0.680195,0.985934,0.856073,0.129747,0.658615
643968,0.346946,0.680390,0.986013,0.855749,0.129803,0.658500
644064,0.346684,0.680586,0.986092,0.855424,0.129859,0.658384
644160,0.346423,0.680781,0.986171,0.855099,0.129916,0.658269
644256,0.346163,0.680976,0.986250,0.854774,0.129972,0.658153
644352,0.345904,0.681172,0.986329,0.854449,0.130028,0.658038
644448,0.345645,0.681367,0.986407,0.854124,0.130085,0.657922
644544,0.345387,0.681562,0.986485,0.853798,0.130142,0.657807
644640,0.345129,0.681757,0.986563,0.853472,0.130198,0.657691
644736,0.344873,0.681952,0.986641,0.853146,0.130255,0.657576
644832,0.344616,0.682148,0.986719,0.852819,0.130312,0.657460
644928,0.344361,0.682343,0.986796,0.852492,0.130369,0.657345
645024,0.344106,0.682538,0.986873,0.852165,0.130427,0.657229
645120,0.343852,0.682733,0.986950,0.851838,0.130484,0.657113
645216,0.343599,0.682928,0.987026,0.851511,0.130542,0.656998
645312,0.343346,0.683123,0.987103,0.851183,0.130599,0.656882
645408,0.343094,0.683318,0.987179,0.850855,0.130657,0.656766
645504,0.342843,0.683513,0.987255,0.850527,0.130715,0.656651
645600,0.342593,0.683708,0.987331,0.850198,0.130773,0.656535
645696,0.342343,0.683903,0.987406,0.849869,0.130831,0.656419
645792,0.342093,0.684098,0.987482,0.849540,0.130889,0.656304
645888,0.341845,0.684293,0.987557,0.849211,0.130947,0.656188
645984,0.341597,0.684488,0.987631,0.848882,0.131006,0.656072
646080,0.341350,0.684683,0.987706,0.848552,0.131064,0.655957
646176,0.341103,0.684878,0.987780,0.848222,0.131123,0.655841
646272,0.340858,0.685073,0.987855,0.847892,0.131182,0.655725
646368,0.340613,0.685267,0.987929,0.847561,0.131240,0.655609
646464,0.340368,0.685462,0.988002,0.847231,0.131299,0.655494
646560,0.340125,0.685657,0.988076,0.846900,0.131358,0.655378
646656,0.339882,0.685852,0.988149,0.846569,0.131418,0.655262
646752,0.339639,0.686047,0.988222,0.846237,0.131477,0.655146
646848,0.339398,0.686241,0.988295,0.845906,0.131536,0.655030
646944,0.339157,0.686436,0.988368,0.845574,0.131596,0.654914
647040,0.338916,0.686631,0.988440,0.845242,0.131656,0.654799
647136,0.338677,0.686825,0.988512,0.844909,0.131715,0.654683
647232,0.338438,0.687020,0.988584,0.844577,0.131775,0.654567
647328,0.338200,0.687215,0.988656,0.844244,0.131835,0.654451
647424,0.337963,0.687409,0.988727,0.843911,0.131895,0.654335
647520,0.337726,0.687604,0.988799,0.843577,0.131955,0.654219
647616,0.337490,0.687798,0.988870,0.843244,0.132016,0.654103
647712,0.337254,0.687993,0.988941,0.842910,0.132076,0.653987
647808,0.337020,0.688187,0.989011,0.842576,0.132136,0.653871
647904,0.336786,0.688382,0.989082,0.842242,0.132197,0.653756
648000,0.336553,0.688576,0.989152,0.841907,0.132258,0.653640
648096,0.336320,0.688771,0.989222,0.841573,0.132318,0.653524
648192,0.336088,0.688965,0.989291,0.841238,0.132379,0.653408
648288,0.335857,0.689159,0.989361,0.840903,0.132440,0.653292
648384,0.335627,0.689354,0.989430,0.840567,0.132501,0.653176
648480,0.335397,0.689548,0.989499,0.840232,0.132563,0.653060
648576,0.335168,0.689742,0.989568,0.839896,0.132624,0.652944
648672,0.334940,0.689937,0.989637,0.839560,0.132685,0.652828
648768,0.334712,0.690131,0.989705,0.839223,0.132747,0.652711
648864,0.334485,0.690325,0.989773,0.838887,0.132809,0.652595
648960,0.334259,0.690520,0.989841,0.838550,0.132870,0.652479
649056,0.334033,0.690714,0.989909,0.838213,0.132932,0.652363
649152,0.333809,0.690908,0.989976,0.837876,0.132994,0.652247
649248,0.333584,0.691102,0.990044,0.837538,0.133056,0.652131
649344,0.333361,0.691296,0.990111,0.837201,0.133118,0.652015
649440,0.333138,0.691490,0.990178,0.836863,0.133180,0.651899
649536,0.332916,0.691685,0.990244,0.836525,0.133243,0.651783
