# engine-hybrid-stack control log
sample_rate_hz=48000 frames=726000 bpm=128 beats=28
euclid_steps=11 fills=6 rotate=2 steps_per_beat=4
burst_cluster=4 spacing_samples=360 frames_per_step=5625
euclid_seed=0xc0ffee burst_seed=0xb17eb5e
events=244
index,engine,when_samples,euclid_step,burst_idx,pan,sampler_brightness,sampler_drive,resonator_bloom,resonator_feedback,granular_density,macro_pan
221184,0.413000,0.235132,0.214549,0.415241,0.997167,0.949997
221280,0.412615,0.235051,0.214425,0.415074,0.997178,0.949997
221376,0.412231,0.234969,0.214303,0.414908,0.997189,0.949997
221472,0.411847,0.234887,0.214180,0.414742,0.997200,0.949996
221568,0.411464,0.234806,0.214058,0.414576,0.997211,0.949995
221664,0.411081,0.234725,0.213935,0.414410,0.997223,0.949995
221760,0.410699,0.234644,0.213813,0.414244,0.997234,0.949994
221856,0.410317,0.234562,0.213691,0.414079,0.997245,0.949994
221952,0.409936,0.234481,0.213570,0.413914,0.997256,0.949993
222048,0.409555,0.234400,0.213448,0.413748,0.997267,0.949992
222144,0.409175,0.234320,0.213327,0.413584,0.997279,0.949992
222240,0.408796,0.234239,0.213206,0.413419,0.997290,0.949991
222336,0.408417,0.234158,0.213086,0.413254,0.997301,0.949990
222432,0.408038,0.234078,0.212965,0.413090,0.997312,0.949989
222528,0.407660,0.233997,0.212845,0.412925,0.997323,0.949988
222624,0.407283,0.233917,0.212725,0.412761,0.997334,0.949987
222720,0.406906,0.233836,0.212605,0.412597,0.997346,0.949986
222816,0.406530,0.233756,0.212485,0.412433,0.997357,0.949985
222912,0.406154,0.233676,0.212365,0.412270,0.997368,0.949984
223008,0.405779,0.233596,0.212246,0.412106,0.997379,0.949983
223104,0.405404,0.233516,0.212127,0.411943,0.997390,0.949982
223200,0.405030,0.233436,0.212008,0.411780,0.997401,0.949981
223296,0.404657,0.233356,0.211890,0.411617,0.997412,0.949980
223392,0.404283,0.233277,0.211771,0.411454,0.997423,0.949979
223488,0.403911,0.233197,0.211653,0.411292,0.997435,0.949978
223584,0.403539,0.233118,0.211535,0.411129,0.997446,0.949976
223680,0.403168,0.233038,0.211417,0.410967,0.997457,0.949975
223776,0.402797,0.232959,0.211300,0.410805,0.997468,0.949974
223872,0.402427,0.232880,0.211182,0.410643,0.997479,0.949972
223968,0.402057,0.232801,0.211065,0.410481,0.997490,0.949971
224064,0.401688,0.232722,0.210948,0.410320,0.997501,0.949970
224160,0.401319,0.232643,0.210831,0.410158,0.997512,0.949968
224256,0.400951,0.232564,0.210715,0.409997,0.997523,0.949967
224352,0.400584,0.232485,0.210598,0.409836,0.997534,0.949965
224448,0.400217,0.232406,0.210482,0.409675,0.997545,0.949964
224544,0.399850,0.232328,0.210366,0.409514,0.997557,0.949962
224640,0.399485,0.232249,0.210251,0.409354,0.997568,0.949960
224736,0.399119,0.232171,0.210135,0.409194,0.997579,0.949959
224832,0.398755,0.232093,0.210020,0.409033,0.997590,0.949957
224928,0.398390,0.232014,0.209905,0.408873,0.997601,0.949955
225024,0.398027,0.231936,0.209790,0.408714,0.997612,0.949954
225120,0.397664,0.231858,0.209676,0.408554,0.997623,0.949952
225216,0.397301,0.231780,0.209561,0.408394,0.997634,0.949950
225312,0.396940,0.231702,0.209447,0.408235,0.997645,0.949948
225408,0.396578,0.231625,0.209333,0.408076,0.997656,0.949946
225504,0.396217,0.231547,0.209219,0.407917,0.997667,0.949944
225600,0.395857,0.231469,0.209106,0.407758,0.997678,0.949942
225696,0.395498,0.231392,0.208992,0.407600,0.997689,0.949940
225792,0.395139,0.231315,0.208879,0.407441,0.997700,0.949938
225888,0.394780,0.231237,0.208766,0.407283,0.997711,0.949936
225984,0.394422,0.231160,0.208653,0.407125,0.997722,0.949934
226080,0.394065,0.231083,0.208541,0.406967,0.997733,0.949932
226176,0.393708,0.231006,0.208429,0.406809,0.997743,0.949930
226272,0.393352,0.230929,0.208317,0.406652,0.997754,0.949928
226368,0.392996,0.230852,0.208205,0.406494,0.997765,0.949926
226464,0.392641,0.230775,0.208093,0.406337,0.997776,0.949923
226560,0.392287,0.230699,0.207982,0.406180,0.997787,0.949921
226656,0.391933,0.230622,0.207871,0.406023,0.997798,0.949919
226752,0.391580,0.230546,0.207760,0.405867,0.997809,0.949916
226848,0.391227,0.230469,0.207649,0.405710,0.997820,0.949914
226944,0.390875,0.230393,0.207538,0.405554,0.997831,0.949912
227040,0.390523,0.230317,0.207428,0.405398,0.997841,0.949909
227136,0.390172,0.230241,0.207318,0.405242,0.997852,0.949907
227232,0.389822,0.230165,0.207208,0.405086,0.997863,0.949904
227328,0.389472,0.230089,0.207098,0.404930,0.997874,0.949901
227424,0.389123,0.230013,0.206989,0.404775,0.997885,0.949899
227520,0.388774,0.229937,0.206879,0.404620,0.997896,0.949896
227616,0.388426,0.229862,0.206770,0.404465,0.997906,0.949894
227712,0.388079,0.229786,0.206661,0.404310,0.997917,0.949891
227808,0.387732,0.229711,0.206553,0.404155,0.997928,0.949888
227904,0.387385,0.229635,0.206444,0.404001,0.997939,0.949885
228000,0.387040,0.229560,0.206336,0.403846,0.997949,0.949883
228096,0.386695,0.229485,0.206228,0.403692,0.997960,0.949880
228192,0.386350,0.229410,0.206120,0.403538,0.997971,0.949877
228288,0.386006,0.229335,0.206013,0.403384,0.997982,0.949874
228384,0.385663,0.229260,0.205905,0.403231,0.997992,0.949871
228480,0.385320,0.229185,0.205798,0.403077,0.998003,0.949868
228576,0.384978,0.229110,0.205691,0.402924,0.998014,0.949865
228672,0.384636,0.229036,0.205585,0.402771,0.998024,0.949862
228768,0.384295,0.228961,0.205478,0.402618,0.998035,0.949859
228864,0.383955,0.228887,0.205372,0.402465,0.998046,0.949856
228960,0.383615,0.228812,0.205266,0.402313,0.998056,0.949853
229056,0.383276,0.228738,0.205160,0.402160,0.998067,0.949849
229152,0.382937,0.228664,0.205054,0.402008,0.998077,0.949846
229248,0.382599,0.228590,0.204949,0.401856,0.998088,0.949843
229344,0.382262,0.228516,0.204844,0.401704,0.998099,0.949840
229440,0.381925,0.228442,0.204739,0.401553,0.998109,0.949836
229536,0.381589,0.228368,0.204634,0.401401,0.998120,0.949833
229632,0.381253,0.228294,0.204529,0.401250,0.998130,0.949830
229728,0.380918,0.228221,0.204425,0.401099,0.998141,0.949826
229824,0.380584,0.228147,0.204321,0.400948,0.998151,0.949823
229920,0.380250,0.228074,0.204217,0.400798,0.998162,0.949819
230016,0.379917,0.228001,0.204113,0.400647,0.998172,0.949816
230112,0.379584,0.227927,0.204010,0.400497,0.998183,0.949812
230208,0.379252,0.227854,0.203906,0.400347,0.998193,0.949809
230304,0.378921,0.227781,0.203803,0.400197,0.998204,0.949805
230400,0.378590,0.227708,0.203701,0.400047,0.998214,0.949802
230496,0.378260,0.227635,0.203598,0.399897,0.998225,0.949798
230592,0.377930,0.227562,0.203496,0.399748,0.998235,0.949794
230688,0.377601,0.227490,0.203393,0.399599,0.998245,0.949790
230784,0.377273,0.227417,0.203291,0.399450,0.998256,0.949787
230880,0.376945,0.227345,0.203190,0.399301,0.998266,0.949783
230976,0.376618,0.227272,0.203088,0.399152,0.998276,0.949779
231072,0.376291,0.227200,0.202987,0.399004,0.998287,0.949775
231168,0.375965,0.227128,0.202886,0.398855,0.998297,0.949771
231264,0.375640,0.227056,0.202785,0.398707,0.998307,0.949767
231360,0.375315,0.226984,0.202684,0.398559,0.998318,0.949763
231456,0.374991,0.226912,0.202584,0.398412,0.998328,0.949759
231552,0.374668,0.226840,0.202483,0.398264,0.998338,0.949755
231648,0.374345,0.226768,0.202383,0.398117,0.998348,0.949751
231744,0.374023,0.226696,0.202284,0.397969,0.998359,0.949747
231840,0.373701,0.226625,0.202184,0.397822,0.998369,0.949743
231936,0.373380,0.226553,0.202085,0.397676,0.998379,0.949739
232032,0.373060,0.226482,0.201986,0.397529,0.998389,0.949734
232128,0.372740,0.226411,0.201887,0.397383,0.998399,0.949730
232224,0.372421,0.226339,0.201788,0.397236,0.998410,0.949726
232320,0.372102,0.226268,0.201689,0.397090,0.998420,0.949721
232416,0.371784,0.226197,0.201591,0.396945,0.998430,0.949717
232512,0.371467,0.226126,0.201493,0.396799,0.998440,0.949713
232608,0.371150,0.226055,0.201395,0.396653,0.998450,0.949708
232704,0.370834,0.225985,0.201298,0.396508,0.998460,0.949704
232800,0.370519,0.225914,0.201200,0.396363,0.998470,0.949699
232896,0.370204,0.225843,0.201103,0.396218,0.998480,0.949695
232992,0.369890,0.225773,0.201006,0.396073,0.998490,0.949690
233088,0.369577,0.225703,0.200909,0.395929,0.998500,0.949686
233184,0.369264,0.225632,0.200813,0.395785,0.998510,0.949681
233280,0.368951,0.225562,0.200716,0.395640,0.998520,0.949676
233376,0.368640,0.225492,0.200620,0.395496,0.998530,0.949672
233472,0.368329,0.225422,0.200524,0.395353,0.998540,0.949667
233568,0.368018,0.225352,0.200429,0.395209,0.998550,0.949662
233664,0.367709,0.225282,0.200333,0.395066,0.998560,0.949657
233760,0.367400,0.225213,0.200238,0.394923,0.998569,0.949653
233856,0.367091,0.225143,0.200143,0.394780,0.998579,0.949648
233952,0.366783,0.225073,0.200048,0.394637,0.998589,0.949643
234048,0.366476,0.225004,0.199954,0.394494,0.998599,0.949638
234144,0.366169,0.224935,0.199859,0.394352,0.998609,0.949633
234240,0.365863,0.224865,0.199765,0.394210,0.998618,0.949628
234336,0.365558,0.224796,0.199671,0.394068,0.998628,0.949623
234432,0.365253,0.224727,0.199577,0.393926,0.998638,0.949618
234528,0.364949,0.224658,0.199484,0.393784,0.998648,0.949613
234624,0.364646,0.224589,0.199391,0.393643,0.998657,0.949608
234720,0.364343,0.224521,0.199298,0.393501,0.998667,0.949602
234816,0.364041,0.224452,0.199205,0.393360,0.998677,0.949597
234912,0.363740,0.224383,0.199112,0.393219,0.998686,0.949592
235008,0.363439,0.224315,0.199020,0.393079,0.998696,0.949587
235104,0.363139,0.224246,0.198927,0.392938,0.998705,0.949581
235200,0.362839,0.224178,0.198836,0.392798,0.998715,0.949576
235296,0.362540,0.224110,0.198744,0.392658,0.998724,0.949571
235392,0.362242,0.224042,0.198652,0.392518,0.998734,0.949565
235488,0.361944,0.223974,0.198561,0.392378,0.998743,0.949560
235584,0.361647,0.223906,0.198470,0.392239,0.998753,0.949554
235680,0.361351,0.223838,0.198379,0.392099,0.998762,0.949549
235776,0.361055,0.223770,0.198288,0.391960,0.998772,0.949543
235872,0.360760,0.223702,0.198198,0.391821,0.998781,0.949538
235968,0.360466,0.223635,0.198108,0.391683,0.998790,0.949532
236064,0.360172,0.223567,0.198018,0.391544,0.998800,0.949526
236160,0.359879,0.223500,0.197928,0.391406,0.998809,0.949521
236256,0.359586,0.223433,0.197838,0.391268,0.998818,0.949515
236352,0.359294,0.223365,0.197749,0.391130,0.998828,0.949509
236448,0.359003,0.223298,0.197660,0.390992,0.998837,0.949504
236544,0.358713,0.223231,0.197571,0.390854,0.998846,0.949498
236640,0.358423,0.223164,0.197482,0.390717,0.998855,0.949492
236736,0.358134,0.223098,0.197394,0.390580,0.998865,0.949486
236832,0.357845,0.223031,0.197306,0.390443,0.998874,0.949480
236928,0.357557,0.222964,0.197218,0.390306,0.998883,0.949474
237024,0.357270,0.222898,0.197130,0.390170,0.998892,0.949468
237120,0.356983,0.222831,0.197042,0.390033,0.998901,0.949462
237216,0.356697,0.222765,0.196955,0.389897,0.998910,0.949456
237312,0.356412,0.222699,0.196868,0.389761,0.998919,0.949450
237408,0.356128,0.222632,0.196781,0.389625,0.998928,0.949444
237504,0.355844,0.222566,0.196694,0.389490,0.998937,0.949438
237600,0.355560,0.222500,0.196608,0.389354,0.998946,0.949432
237696,0.355278,0.222434,0.196521,0.389219,0.998955,0.949425
237792,0.354996,0.222369,0.196435,0.389084,0.998964,0.949419
237888,0.354714,0.222303,0.196349,0.388949,0.998973,0.949413
237984,0.354434,0.222237,0.196264,0.388815,0.998982,0.949407
238080,0.354154,0.222172,0.196178,0.388680,0.998991,0.949400
238176,0.353874,0.222106,0.196093,0.388546,0.998999,0.949394
238272,0.353596,0.222041,0.196008,0.388412,0.999008,0.949387
238368,0.353318,0.221976,0.195924,0.388279,0.999017,0.949381
238464,0.353040,0.221911,0.195839,0.388145,0.999026,0.949374
238560,0.352763,0.221846,0.195755,0.388012,0.999034,0.949368
238656,0.352487,0.221781,0.195671,0.387878,0.999043,0.949361
238752,0.352212,0.221716,0.195587,0.387745,0.999052,0.949355
238848,0.351937,0.221651,0.195503,0.387613,0.999060,0.949348
238944,0.351663,0.221586,0.195420,0.387480,0.999069,0.949342
239040,0.351390,0.221522,0.195337,0.387348,0.999078,0.949335
239136,0.351117,0.221457,0.195254,0.387216,0.999086,0.949328
239232,0.350845,0.221393,0.195171,0.387084,0.999095,0.949321
239328,0.350574,0.221329,0.195089,0.386952,0.999103,0.949315
239424,0.350303,0.221265,0.195006,0.386820,0.999111,0.949308
239520,0.350033,0.221200,0.194924,0.386689,0.999120,0.949301
239616,0.349764,0.221136,0.194842,0.386558,0.999128,0.949294
239712,0.349495,0.221073,0.194761,0.386427,0.999137,0.949287
239808,0.349227,0.221009,0.194679,0.386296,0.999145,0.949280
239904,0.348960,0.220945,0.194598,0.386166,0.999153,0.949273
240000,0.348693,0.220881,0.194517,0.386035,0.999162,0.949266
240096,0.348427,0.220818,0.194436,0.385905,0.999170,0.949259
240192,0.348162,0.220754,0.194356,0.385775,0.999178,0.949252
240288,0.347897,0.220691,0.194276,0.385645,0.999186,0.949245
240384,0.347633,0.220628,0.194195,0.385516,0.999194,0.949238
240480,0.347370,0.220565,0.194116,0.385387,0.999203,0.949230
240576,0.347107,0.220502,0.194036,0.385258,0.999211,0.949223
240672,0.346845,0.220439,0.193957,0.385129,0.999219,0.949216
240768,0.346584,0.220376,0.193877,0.385000,0.999227,0.949209
240864,0.346324,0.220313,0.193798,0.384871,0.999235,0.949201
240960,0.346064,0.220250,0.193720,0.384743,0.999243,0.949194
241056,0.345804,0.220188,0.193641,0.384615,0.999251,0.949187
241152,0.345546,0.220125,0.193563,0.384487,0.999259,0.949179
241248,0.345288,0.220063,0.193485,0.384360,0.999267,0.949172
241344,0.345031,0.220000,0.193407,0.384232,0.999274,0.949164
241440,0.344774,0.219938,0.193329,0.384105,0.999282,0.949157
241536,0.344519,0.219876,0.193252,0.383978,0.999290,0.949149
241632,0.344263,0.219814,0.193175,0.383851,0.999298,0.949141
241728,0.344009,0.219752,0.193098,0.383724,0.999306,0.949134
241824,0.343755,0.219690,0.193021,0.383598,0.999313,0.949126
241920,0.343502,0.219629,0.192944,0.383472,0.999321,0.949118
242016,0.343250,0.219567,0.192868,0.383346,0.999329,0.949111
242112,0.342998,0.219505,0.192792,0.383220,0.999336,0.949103
242208,0.342747,0.219444,0.192716,0.383094,0.999344,0.949095
242304,0.342497,0.219383,0.192640,0.382969,0.999351,0.949087
242400,0.342247,0.219321,0.192565,0.382844,0.999359,0.949079
242496,0.341998,0.219260,0.192490,0.382719,0.999366,0.949072
242592,0.341750,0.219199,0.192415,0.382594,0.999374,0.949064
242688,0.341502,0.219138,0.192340,0.382469,0.999381,0.949056
242784,0.341255,0.219077,0.192265,0.382345,0.999388,0.949048
242880,0.341009,0.219016,0.192191,0.382221,0.999396,0.949040
242976,0.340764,0.218956,0.192117,0.382097,0.999403,0.949031
243072,0.340519,0.218895,0.192043,0.381973,0.999410,0.949023
243168,0.340275,0.218834,0.191969,0.381850,0.999417,0.949015
243264,0.340031,0.218774,0.191896,0.381726,0.999425,0.949007
243360,0.339789,0.218714,0.191823,0.381603,0.999432,0.948999
243456,0.339547,0.218654,0.191750,0.381480,0.999439,0.948991
243552,0.339305,0.218593,0.191677,0.381358,0.999446,0.948982
243648,0.339065,0.218533,0.191605,0.381235,0.999453,0.948974
243744,0.338825,0.218473,0.191532,0.381113,0.999460,0.948966
243840,0.338585,0.218414,0.191460,0.380991,0.999467,0.948957
243936,0.338347,0.218354,0.191388,0.380869,0.999474,0.948949
244032,0.338109,0.218294,0.191317,0.380748,0.999481,0.948940
244128,0.337872,0.218235,0.191245,0.380626,0.999488,0.948932
244224,0.337635,0.218175,0.191174,0.380505,0.999495,0.948923
244320,0.337400,0.218116,0.191103,0.380384,0.999501,0.948915
244416,0.337164,0.218056,0.191032,0.380263,0.999508,0.948906
244512,0.336930,0.217997,0.190962,0.380143,0.999515,0.948898
244608,0.336696,0.217938,0.190891,0.380022,0.999521,0.948889
244704,0.336463,0.217879,0.190821,0.379902,0.999528,0.948880
244800,0.336231,0.217820,0.190752,0.379782,0.999535,0.948872
244896,0.336000,0.217761,0.190682,0.379663,0.999541,0.948863
244992,0.335769,0.217703,0.190612,0.379543,0.999548,0.948854
245088,0.335539,0.217644,0.190543,0.379424,0.999554,0.948845
245184,0.335309,0.217586,0.190474,0.379305,0.999561,0.948836
245280,0.335080,0.217527,0.190406,0.379186,0.999567,0.948828
245376,0.334852,0.217469,0.190337,0.379067,0.999574,0.948819
245472,0.334625,0.217411,0.190269,0.378949,0.999580,0.948810
245568,0.334398,0.217352,0.190201,0.378831,0.999586,0.948801
245664,0.334172,0.217294,0.190133,0.378713,0.999592,0.948792
245760,0.333947,0.217236,0.190065,0.378595,0.999599,0.948783
245856,0.333723,0.217179,0.189998,0.378477,0.999605,0.948774
245952,0.333499,0.217121,0.189931,0.378360,0.999611,0.948764
246048,0.333276,0.217063,0.189864,0.378243,0.999617,0.948755
246144,0.333053,0.217006,0.189797,0.378126,0.999623,0.948746
246240,0.332832,0.216948,0.189730,0.378009,0.999629,0.948737
246336,0.332611,0.216891,0.189664,0.377893,0.999635,0.948728
246432,0.332390,0.216833,0.189598,0.377777,0.999641,0.948718
246528,0.332171,0.216776,0.189532,0.377661,0.999647,0.948709
246624,0.331952,0.216719,0.189467,0.377545,0.999653,0.948700
246720,0.331734,0.216662,0.189401,0.377429,0.999659,0.948690
246816,0.331516,0.216605,0.189336,0.377314,0.999664,0.948681
246912,0.331300,0.216548,0.189271,0.377199,0.999670,0.948671
247008,0.331084,0.216492,0.189206,0.377084,0.999676,0.948662
247104,0.330868,0.216435,0.189142,0.376969,0.999681,0.948652
247200,0.330654,0.216379,0.189078,0.376854,0.999687,0.948643
247296,0.330440,0.216322,0.189014,0.376740,0.999693,0.948633
247392,0.330227,0.216266,0.188950,0.376626,0.999698,0.948624
247488,0.330014,0.216210,0.188886,0.376512,0.999704,0.948614
247584,0.329803,0.216153,0.188823,0.376398,0.999709,0.948604
247680,0.329592,0.216097,0.188760,0.376285,0.999714,0.948595
247776,0.329381,0.216041,0.188697,0.376172,0.999720,0.948585
247872,0.329172,0.215986,0.188634,0.376059,0.999725,0.948575
247968,0.328963,0.215930,0.188572,0.375946,0.999730,0.948565
248064,0.328755,0.215874,0.188509,0.375833,0.999735,0.948555
248160,0.328547,0.215819,0.188447,0.375721,0.999741,0.948545
248256,0.328341,0.215763,0.188386,0.375609,0.999746,0.948535
248352,0.328135,0.215708,0.188324,0.375497,0.999751,0.948526
248448,0.327930,0.215653,0.188263,0.375385,0.999756,0.948516
248544,0.327725,0.215597,0.188201,0.375274,0.999761,0.948505
248640,0.327521,0.215542,0.188141,0.375163,0.999766,0.948495
248736,0.327318,0.215487,0.188080,0.375052,0.999771,0.948485
248832,0.327116,0.215432,0.188019,0.374941,0.999775,0.948475
248928,0.326914,0.215378,0.187959,0.374830,0.999780,0.948465
249024,0.326713,0.215323,0.187899,0.374720,0.999785,0.948455
249120,0.326513,0.215268,0.187839,0.374610,0.999790,0.948445
249216,0.326313,0.215214,0.187780,0.374500,0.999794,0.948434
249312,0.326115,0.215159,0.187721,0.374390,0.999799,0.948424
249408,0.325917,0.215105,0.187661,0.374281,0.999804,0.948414
249504,0.325719,0.215051,0.187603,0.374171,0.999808,0.948403
249600,0.325523,0.214997,0.187544,0.374062,0.999813,0.948393
249696,0.325327,0.214943,0.187486,0.373954,0.999817,0.948383
249792,0.325132,0.214889,0.187427,0.373845,0.999821,0.948372
249888,0.324937,0.214835,0.187369,0.373737,0.999826,0.948362
249984,0.324744,0.214781,0.187312,0.373629,0.999830,0.948351
250080,0.324551,0.214727,0.187254,0.373521,0.999834,0.948340
250176,0.324359,0.214674,0.187197,0.373413,0.999838,0.948330
250272,0.324167,0.214620,0.187140,0.373305,0.999843,0.948319
250368,0.323976,0.214567,0.187083,0.373198,0.999847,0.948309
250464,0.323786,0.214514,0.187026,0.373091,0.999851,0.948298
250560,0.323597,0.214460,0.186970,0.372984,0.999855,0.948287
250656,0.323408,0.214407,0.186914,0.372878,0.999859,0.948276
250752,0.323221,0.214354,0.186858,0.372771,0.999863,0.948266
250848,0.323033,0.214302,0.186802,0.372665,0.999866,0.948255
250944,0.322847,0.214249,0.186746,0.372559,0.999870,0.948244
251040,0.322661,0.214196,0.186691,0.372454,0.999874,0.948233
251136,0.322477,0.214143,0.186636,0.372348,0.999878,0.948222
251232,0.322292,0.214091,0.186581,0.372243,0.999881,0.948211
251328,0.322109,0.214039,0.186527,0.372138,0.999885,0.948200
251424,0.321926,0.213986,0.186472,0.372033,0.999888,0.948189
251520,0.321744,0.213934,0.186418,0.371929,0.999892,0.948178
251616,0.321563,0.213882,0.186364,0.371824,0.999895,0.948167
251712,0.321382,0.213830,0.186311,0.371720,0.999899,0.948156
251808,0.321203,0.213778,0.186257,0.371616,0.999902,0.948144
