# engine-macro-orbits control log
sample_rate_hz=48000 frames=869268 bpm=123 beats=32
euclid_steps=15 fills=9 rotate=5 steps_per_beat=8
burst_cluster=5 spacing_samples=300 frames_per_step=2926.83
euclid_seed=0xbad0bee burst_seed=0xf11ed5e
events=765
index,engine,when_samples,euclid_step,burst_idx,pan_seed,macro_orbit,macro_tilt,sampler_contour,sampler_crunch,resonator_damping,resonator_spark,granular_spray
621888,0.709031,0.347197,0.662334,0.839425,0.274862,0.533238,0.667350
621952,0.708720,0.347079,0.662459,0.839418,0.274784,0.533195,0.667265
622016,0.708410,0.346962,0.662583,0.839412,0.274706,0.533153,0.667179
622080,0.708099,0.346844,0.662708,0.839405,0.274629,0.533110,0.667094
622144,0.707788,0.346726,0.662833,0.839399,0.274551,0.533067,0.667009
622208,0.707478,0.346609,0.662957,0.839392,0.274474,0.533025,0.666923
622272,0.707167,0.346491,0.663082,0.839386,0.274396,0.532982,0.666838
622336,0.706856,0.346374,0.663207,0.839380,0.274318,0.532940,0.666753
622400,0.706545,0.346256,0.663331,0.839374,0.274241,0.532897,0.666667
622464,0.706234,0.346139,0.663456,0.839367,0.274163,0.532854,0.666582
622528,0.705923,0.346022,0.663581,0.839361,0.274085,0.532812,0.666496
622592,0.705612,0.345904,0.663706,0.839355,0.274008,0.532769,0.666411
622656,0.705301,0.345787,0.663830,0.839349,0.273930,0.532727,0.666326
622720,0.704989,0.345670,0.663955,0.839343,0.273853,0.532684,0.666240
622784,0.704678,0.345552,0.664080,0.839337,0.273775,0.532641,0.666155
622848,0.704367,0.345435,0.664204,0.839330,0.273697,0.532599,0.666069
622912,0.704055,0.345318,0.664329,0.839324,0.273620,0.532556,0.665984
622976,0.703744,0.345201,0.664454,0.839318,0.273542,0.532513,0.665899
623040,0.703433,0.345084,0.664579,0.839312,0.273465,0.532471,0.665813
623104,0.703121,0.344967,0.664703,0.839306,0.273387,0.532428,0.665728
623168,0.702810,0.344850,0.664828,0.839301,0.273310,0.532386,0.665642
623232,0.702498,0.344732,0.664953,0.839295,0.273232,0.532343,0.665557
623296,0.702186,0.344615,0.665078,0.839289,0.273155,0.532300,0.665471
623360,0.701875,0.344498,0.665202,0.839283,0.273077,0.532258,0.665386
623424,0.701563,0.344382,0.665327,0.839277,0.273000,0.532215,0.665300
623488,0.701251,0.344265,0.665452,0.839271,0.272922,0.532173,0.665215
623552,0.700939,0.344148,0.665576,0.839266,0.272845,0.532130,0.665130
623616,0.700627,0.344031,0.665701,0.839260,0.272767,0.532087,0.665044
623680,0.700316,0.343914,0.665826,0.839254,0.272690,0.532045,0.664959
623744,0.700004,0.343797,0.665951,0.839249,0.272612,0.532002,0.664873
623808,0.699692,0.343680,0.666075,0.839243,0.272535,0.531959,0.664788
623872,0.699380,0.343564,0.666200,0.839237,0.272457,0.531917,0.664702
623936,0.699067,0.343447,0.666325,0.839232,0.272380,0.531874,0.664617
624000,0.698755,0.343330,0.666450,0.839226,0.272302,0.531832,0.664531
624064,0.698443,0.343214,0.666574,0.839221,0.272225,0.531789,0.664445
624128,0.698131,0.343097,0.666699,0.839215,0.272147,0.531746,0.664360
624192,0.697819,0.342981,0.666824,0.839210,0.272070,0.531704,0.664274
624256,0.697506,0.342864,0.666949,0.839204,0.271993,0.531661,0.664189
624320,0.697194,0.342747,0.667073,0.839199,0.271915,0.531618,0.664103
624384,0.696881,0.342631,0.667198,0.839193,0.271838,0.531576,0.664018
624448,0.696569,0.342515,0.667323,0.839188,0.271760,0.531533,0.663932
624512,0.696256,0.342398,0.667448,0.839183,0.271683,0.531491,0.663847
624576,0.695944,0.342282,0.667572,0.839177,0.271606,0.531448,0.663761
624640,0.695631,0.342165,0.667697,0.839172,0.271528,0.531405,0.663675
624704,0.695319,0.342049,0.667822,0.839167,0.271451,0.531363,0.663590
624768,0.695006,0.341933,0.667947,0.839162,0.271374,0.531320,0.663504
624832,0.694693,0.341816,0.668071,0.839156,0.271296,0.531277,0.663419
624896,0.694380,0.341700,0.668196,0.839151,0.271219,0.531235,0.663333
624960,0.694068,0.341584,0.668321,0.839146,0.271142,0.531192,0.663247
625024,0.693755,0.341468,0.668446,0.839141,0.271064,0.531150,0.663162
625088,0.693442,0.341352,0.668570,0.839136,0.270987,0.531107,0.663076
625152,0.693129,0.341236,0.668695,0.839131,0.270910,0.531064,0.662991
625216,0.692816,0.341120,0.668820,0.839126,0.270832,0.531022,0.662905
625280,0.692503,0.341004,0.668945,0.839121,0.270755,0.530979,0.662819
625344,0.692190,0.340888,0.669069,0.839115,0.270678,0.530936,0.662734
625408,0.691877,0.340772,0.669194,0.839110,0.270600,0.530894,0.662648
625472,0.691564,0.340656,0.669319,0.839106,0.270523,0.530851,0.662562
625536,0.691251,0.340540,0.669444,0.839101,0.270446,0.530809,0.662477
625600,0.690937,0.340424,0.669569,0.839096,0.270369,0.530766,0.662391
625664,0.690624,0.340308,0.669693,0.839091,0.270292,0.530723,0.662305
625728,0.690311,0.340192,0.669818,0.839086,0.270214,0.530681,0.662220
625792,0.689997,0.340076,0.669943,0.839081,0.270137,0.530638,0.662134
625856,0.689684,0.339961,0.670068,0.839076,0.270060,0.530595,0.662048
625920,0.689371,0.339845,0.670192,0.839071,0.269983,0.530553,0.661963
625984,0.689057,0.339729,0.670317,0.839067,0.269906,0.530510,0.661877
626048,0.688744,0.339613,0.670442,0.839062,0.269828,0.530468,0.661791
626112,0.688430,0.339498,0.670567,0.839057,0.269751,0.530425,0.661705
626176,0.688117,0.339382,0.670692,0.839052,0.269674,0.530382,0.661620
626240,0.687803,0.339267,0.670816,0.839048,0.269597,0.530340,0.661534
626304,0.687489,0.339151,0.670941,0.839043,0.269520,0.530297,0.661448
626368,0.687176,0.339036,0.671066,0.839038,0.269443,0.530254,0.661363
626432,0.686862,0.338920,0.671191,0.839034,0.269366,0.530212,0.661277
626496,0.686548,0.338805,0.671315,0.839029,0.269289,0.530169,0.661191
626560,0.686234,0.338689,0.671440,0.839024,0.269212,0.530126,0.661105
626624,0.685921,0.338574,0.671565,0.839020,0.269134,0.530084,0.661020
626688,0.685607,0.338459,0.671690,0.839015,0.269057,0.530041,0.660934
626752,0.685293,0.338343,0.671815,0.839011,0.268980,0.529999,0.660848
626816,0.684979,0.338228,0.671939,0.839006,0.268903,0.529956,0.660762
626880,0.684665,0.338113,0.672064,0.839002,0.268826,0.529913,0.660676
626944,0.684351,0.337998,0.672189,0.838997,0.268749,0.529871,0.660591
627008,0.684037,0.337882,0.672314,0.838993,0.268672,0.529828,0.660505
627072,0.683723,0.337767,0.672438,0.838988,0.268595,0.529785,0.660419
627136,0.683409,0.337652,0.672563,0.838984,0.268518,0.529743,0.660333
627200,0.683095,0.337537,0.672688,0.838980,0.268441,0.529700,0.660247
627264,0.682781,0.337422,0.672813,0.838975,0.268364,0.529657,0.660162
627328,0.682466,0.337307,0.672938,0.838971,0.268288,0.529615,0.660076
627392,0.682152,0.337192,0.673062,0.838967,0.268211,0.529572,0.659990
627456,0.681838,0.337077,0.673187,0.838962,0.268134,0.529530,0.659904
627520,0.681524,0.336962,0.673312,0.838958,0.268057,0.529487,0.659818
627584,0.681209,0.336847,0.673437,0.838954,0.267980,0.529444,0.659732
627648,0.680895,0.336732,0.673561,0.838950,0.267903,0.529402,0.659647
627712,0.680581,0.336617,0.673686,0.838945,0.267826,0.529359,0.659561
627776,0.680266,0.336503,0.673811,0.838941,0.267749,0.529316,0.659475
627840,0.679952,0.336388,0.673936,0.838937,0.267672,0.529274,0.659389
627904,0.679637,0.336273,0.674061,0.838933,0.267596,0.529231,0.659303
627968,0.679323,0.336158,0.674185,0.838929,0.267519,0.529188,0.659217
628032,0.679008,0.336044,0.674310,0.838924,0.267442,0.529146,0.659131
628096,0.678694,0.335929,0.674435,0.838920,0.267365,0.529103,0.659045
628160,0.678379,0.335815,0.674560,0.838916,0.267288,0.529060,0.658960
628224,0.678064,0.335700,0.674685,0.838912,0.267212,0.529018,0.658874
628288,0.677750,0.335585,0.674809,0.838908,0.267135,0.528975,0.658788
628352,0.677435,0.335471,0.674934,0.838904,0.267058,0.528933,0.658702
628416,0.677120,0.335356,0.675059,0.838900,0.266981,0.528890,0.658616
628480,0.676806,0.335242,0.675184,0.838896,0.266905,0.528847,0.658530
628544,0.676491,0.335128,0.675308,0.838892,0.266828,0.528805,0.658444
628608,0.676176,0.335013,0.675433,0.838888,0.266751,0.528762,0.658358
628672,0.675861,0.334899,0.675558,0.838884,0.266675,0.528719,0.658272
628736,0.675546,0.334785,0.675683,0.838880,0.266598,0.528677,0.658186
628800,0.675231,0.334670,0.675808,0.838876,0.266521,0.528634,0.658100
628864,0.674916,0.334556,0.675932,0.838872,0.266445,0.528591,0.658014
628928,0.674602,0.334442,0.676057,0.838868,0.266368,0.528549,0.657928
628992,0.674287,0.334328,0.676182,0.838864,0.266292,0.528506,0.657842
629056,0.673972,0.334213,0.676307,0.838861,0.266215,0.528463,0.657756
629120,0.673657,0.334099,0.676432,0.838857,0.266138,0.528421,0.657670
629184,0.673341,0.333985,0.676556,0.838853,0.266062,0.528378,0.657584
629248,0.673026,0.333871,0.676681,0.838849,0.265985,0.528336,0.657498
629312,0.672711,0.333757,0.676806,0.838845,0.265909,0.528293,0.657412
629376,0.672396,0.333643,0.676931,0.838841,0.265832,0.528250,0.657326
629440,0.672081,0.333529,0.677055,0.838838,0.265756,0.528208,0.657240
629504,0.671766,0.333415,0.677180,0.838834,0.265679,0.528165,0.657154
629568,0.671451,0.333301,0.677305,0.838830,0.265603,0.528122,0.657068
629632,0.671135,0.333188,0.677430,0.838826,0.265526,0.528080,0.656982
629696,0.670820,0.333074,0.677555,0.838823,0.265450,0.528037,0.656896
629760,0.670505,0.332960,0.677679,0.838819,0.265373,0.527994,0.656810
629824,0.670190,0.332846,0.677804,0.838815,0.265297,0.527952,0.656724
629888,0.669874,0.332732,0.677929,0.838812,0.265221,0.527909,0.656638
629952,0.669559,0.332619,0.678054,0.838808,0.265144,0.527866,0.656552
630016,0.669244,0.332505,0.678179,0.838804,0.265068,0.527824,0.656466
630080,0.668928,0.332391,0.678303,0.838801,0.264992,0.527781,0.656380
630144,0.668613,0.332278,0.678428,0.838797,0.264915,0.527738,0.656294
630208,0.668297,0.332164,0.678553,0.838793,0.264839,0.527696,0.656208
630272,0.667982,0.332051,0.678678,0.838790,0.264763,0.527653,0.656122
630336,0.667666,0.331937,0.678802,0.838786,0.264686,0.527610,0.656036
630400,0.667351,0.331824,0.678927,0.838783,0.264610,0.527568,0.655949
630464,0.667035,0.331710,0.679052,0.838779,0.264534,0.527525,0.655863
630528,0.666720,0.331597,0.679177,0.838776,0.264458,0.527483,0.655777
630592,0.666404,0.331484,0.679302,0.838772,0.264381,0.527440,0.655691
630656,0.666089,0.331370,0.679426,0.838768,0.264305,0.527397,0.655605
630720,0.665773,0.331257,0.679551,0.838765,0.264229,0.527355,0.655519
630784,0.665458,0.331144,0.679676,0.838761,0.264153,0.527312,0.655433
630848,0.665142,0.331030,0.679801,0.838758,0.264077,0.527269,0.655347
630912,0.664826,0.330917,0.679925,0.838754,0.264000,0.527227,0.655260
630976,0.664511,0.330804,0.680050,0.838751,0.263924,0.527184,0.655174
631040,0.664195,0.330691,0.680175,0.838748,0.263848,0.527141,0.655088
631104,0.663879,0.330578,0.680300,0.838744,0.263772,0.527099,0.655002
631168,0.663563,0.330465,0.680424,0.838741,0.263696,0.527056,0.654916
631232,0.663248,0.330352,0.680549,0.838737,0.263620,0.527013,0.654830
631296,0.662932,0.330239,0.680674,0.838734,0.263544,0.526971,0.654743
631360,0.662616,0.330126,0.680799,0.838730,0.263468,0.526928,0.654657
631424,0.662300,0.330013,0.680924,0.838727,0.263392,0.526885,0.654571
631488,0.661985,0.329900,0.681048,0.838724,0.263316,0.526843,0.654485
631552,0.661669,0.329787,0.681173,0.838720,0.263240,0.526800,0.654399
631616,0.661353,0.329674,0.681298,0.838717,0.263164,0.526757,0.654313
631680,0.661037,0.329561,0.681423,0.838714,0.263088,0.526715,0.654226
631744,0.660721,0.329449,0.681547,0.838710,0.263012,0.526672,0.654140
631808,0.660405,0.329336,0.681672,0.838707,0.262936,0.526629,0.654054
631872,0.660089,0.329223,0.681797,0.838704,0.262860,0.526587,0.653968
631936,0.659773,0.329110,0.681922,0.838700,0.262784,0.526544,0.653881
632000,0.659457,0.328998,0.682046,0.838697,0.262708,0.526501,0.653795
632064,0.659141,0.328885,0.682171,0.838694,0.262633,0.526459,0.653709
632128,0.658825,0.328773,0.682296,0.838690,0.262557,0.526416,0.653623
632192,0.658509,0.328660,0.682421,0.838687,0.262481,0.526373,0.653536
632256,0.658193,0.328547,0.682545,0.838684,0.262405,0.526331,0.653450
632320,0.657877,0.328435,0.682670,0.838681,0.262329,0.526288,0.653364
632384,0.657561,0.328323,0.682795,0.838677,0.262254,0.526245,0.653278
632448,0.657245,0.328210,0.682920,0.838674,0.262178,0.526203,0.653191
632512,0.656929,0.328098,0.683044,0.838671,0.262102,0.526160,0.653105
632576,0.656613,0.327985,0.683169,0.838668,0.262026,0.526118,0.653019
632640,0.656297,0.327873,0.683294,0.838664,0.261951,0.526075,0.652932
632704,0.655981,0.327761,0.683419,0.838661,0.261875,0.526032,0.652846
632768,0.655665,0.327649,0.683543,0.838658,0.261800,0.525990,0.652760
632832,0.655349,0.327536,0.683668,0.838655,0.261724,0.525947,0.652674
632896,0.655033,0.327424,0.683793,0.838652,0.261648,0.525904,0.652587
632960,0.654716,0.327312,0.683918,0.838648,0.261573,0.525862,0.652501
633024,0.654400,0.327200,0.684042,0.838645,0.261497,0.525819,0.652415
633088,0.654084,0.327088,0.684167,0.838642,0.261422,0.525776,0.652328
633152,0.653768,0.326976,0.684292,0.838639,0.261346,0.525734,0.652242
633216,0.653452,0.326864,0.684417,0.838636,0.261271,0.525691,0.652156
633280,0.653136,0.326752,0.684541,0.838633,0.261195,0.525648,0.652069
633344,0.652819,0.326640,0.684666,0.838629,0.261120,0.525606,0.651983
633408,0.652503,0.326528,0.684791,0.838626,0.261044,0.525563,0.651897
633472,0.652187,0.326416,0.684916,0.838623,0.260969,0.525520,0.651810
633536,0.651871,0.326304,0.685040,0.838620,0.260893,0.525478,0.651724
633600,0.651554,0.326192,0.685165,0.838617,0.260818,0.525435,0.651637
633664,0.651238,0.326081,0.685290,0.838614,0.260742,0.525392,0.651551
633728,0.650922,0.325969,0.685414,0.838611,0.260667,0.525350,0.651465
633792,0.650606,0.325857,0.685539,0.838608,0.260592,0.525307,0.651378
633856,0.650289,0.325745,0.685664,0.838604,0.260516,0.525264,0.651292
633920,0.649973,0.325634,0.685789,0.838601,0.260441,0.525222,0.651205
633984,0.649657,0.325522,0.685913,0.838598,0.260366,0.525179,0.651119
634048,0.649340,0.325411,0.686038,0.838595,0.260291,0.525136,0.651033
634112,0.649024,0.325299,0.686163,0.838592,0.260215,0.525094,0.650946
634176,0.648708,0.325188,0.686287,0.838589,0.260140,0.525051,0.650860
634240,0.648391,0.325076,0.686412,0.838586,0.260065,0.525008,0.650773
634304,0.648075,0.324965,0.686537,0.838583,0.259990,0.524966,0.650687
634368,0.647759,0.324853,0.686662,0.838580,0.259915,0.524923,0.650601
634432,0.647442,0.324742,0.686786,0.838577,0.259839,0.524880,0.650514
634496,0.647126,0.324631,0.686911,0.838574,0.259764,0.524838,0.650428
634560,0.646810,0.324519,0.687036,0.838571,0.259689,0.524795,0.650341
634624,0.646493,0.324408,0.687160,0.838568,0.259614,0.524752,0.650255
634688,0.646177,0.324297,0.687285,0.838564,0.259539,0.524710,0.650168
634752,0.645861,0.324186,0.687410,0.838561,0.259464,0.524667,0.650082
634816,0.645544,0.324074,0.687534,0.838558,0.259389,0.524624,0.649995
634880,0.645228,0.323963,0.687659,0.838555,0.259314,0.524582,0.649909
634944,0.644911,0.323852,0.687784,0.838552,0.259239,0.524539,0.649822
635008,0.644595,0.323741,0.687909,0.838549,0.259164,0.524496,0.649736
635072,0.644279,0.323630,0.688033,0.838546,0.259089,0.524454,0.649649
635136,0.643962,0.323519,0.688158,0.838543,0.259014,0.524411,0.649563
635200,0.643646,0.323408,0.688283,0.838540,0.258939,0.524368,0.649476
635264,0.643329,0.323297,0.688407,0.838537,0.258865,0.524325,0.649390
635328,0.643013,0.323186,0.688532,0.838534,0.258790,0.524283,0.649303
635392,0.642697,0.323075,0.688657,0.838531,0.258715,0.524240,0.649217
635456,0.642380,0.322964,0.688781,0.838528,0.258640,0.524197,0.649130
635520,0.642064,0.322854,0.688906,0.838525,0.258565,0.524155,0.649044
635584,0.641747,0.322743,0.689031,0.838522,0.258490,0.524112,0.648957
635648,0.641431,0.322632,0.689155,0.838519,0.258416,0.524069,0.648871
635712,0.641115,0.322521,0.689280,0.838516,0.258341,0.524027,0.648784
635776,0.640798,0.322411,0.689405,0.838513,0.258266,0.523984,0.648697
635840,0.640482,0.322300,0.689529,0.838510,0.258192,0.523941,0.648611
635904,0.640165,0.322190,0.689654,0.838507,0.258117,0.523899,0.648524
635968,0.639849,0.322079,0.689779,0.838504,0.258042,0.523856,0.648438
636032,0.639532,0.321968,0.689903,0.838501,0.257968,0.523813,0.648351
636096,0.639216,0.321858,0.690028,0.838498,0.257893,0.523771,0.648265
636160,0.638900,0.321747,0.690153,0.838495,0.257819,0.523728,0.648178
636224,0.638583,0.321637,0.690277,0.838492,0.257744,0.523685,0.648091
636288,0.638267,0.321527,0.690402,0.838489,0.257670,0.523643,0.648005
636352,0.637950,0.321416,0.690527,0.838486,0.257595,0.523600,0.647918
636416,0.637634,0.321306,0.690651,0.838483,0.257521,0.523557,0.647832
636480,0.637318,0.321196,0.690776,0.838480,0.257446,0.523515,0.647745
636544,0.637001,0.321085,0.690900,0.838477,0.257372,0.523472,0.647658
636608,0.636685,0.320975,0.691025,0.838474,0.257297,0.523429,0.647572
636672,0.636368,0.320865,0.691150,0.838471,0.257223,0.523387,0.647485
636736,0.636052,0.320755,0.691274,0.838467,0.257149,0.523344,0.647398
636800,0.635736,0.320645,0.691399,0.838464,0.257074,0.523301,0.647312
636864,0.635419,0.320535,0.691524,0.838461,0.257000,0.523259,0.647225
636928,0.635103,0.320425,0.691648,0.838458,0.256926,0.523216,0.647139
636992,0.634786,0.320315,0.691773,0.838455,0.256851,0.523173,0.647052
637056,0.634470,0.320205,0.691897,0.838452,0.256777,0.523131,0.646965
637120,0.634154,0.320095,0.692022,0.838449,0.256703,0.523088,0.646879
637184,0.633837,0.319985,0.692147,0.838446,0.256629,0.523045,0.646792
637248,0.633521,0.319875,0.692271,0.838443,0.256554,0.523003,0.646705
637312,0.633204,0.319765,0.692396,0.838440,0.256480,0.522960,0.646618
637376,0.632888,0.319655,0.692521,0.838437,0.256406,0.522917,0.646532
637440,0.632572,0.319545,0.692645,0.838434,0.256332,0.522874,0.646445
637504,0.632255,0.319436,0.692770,0.838431,0.256258,0.522832,0.646358
637568,0.631939,0.319326,0.692894,0.838428,0.256184,0.522789,0.646272
637632,0.631623,0.319216,0.693019,0.838425,0.256110,0.522746,0.646185
637696,0.631306,0.319107,0.693144,0.838422,0.256036,0.522704,0.646098
637760,0.630990,0.318997,0.693268,0.838419,0.255962,0.522661,0.646012
637824,0.630674,0.318887,0.693393,0.838415,0.255888,0.522618,0.645925
637888,0.630357,0.318778,0.693517,0.838412,0.255814,0.522576,0.645838
637952,0.630041,0.318668,0.693642,0.838409,0.255740,0.522533,0.645751
638016,0.629725,0.318559,0.693766,0.838406,0.255666,0.522490,0.645665
638080,0.629409,0.318449,0.693891,0.838403,0.255592,0.522448,0.645578
638144,0.629092,0.318340,0.694016,0.838400,0.255518,0.522405,0.645491
638208,0.628776,0.318231,0.694140,0.838397,0.255445,0.522362,0.645404
638272,0.628460,0.318121,0.694265,0.838394,0.255371,0.522320,0.645318
638336,0.628144,0.318012,0.694389,0.838391,0.255297,0.522277,0.645231
638400,0.627827,0.317903,0.694514,0.838387,0.255223,0.522234,0.645144
638464,0.627511,0.317794,0.694638,0.838384,0.255150,0.522192,0.645057
638528,0.627195,0.317684,0.694763,0.838381,0.255076,0.522149,0.644970
638592,0.626879,0.317575,0.694888,0.838378,0.255002,0.522106,0.644884
638656,0.626562,0.317466,0.695012,0.838375,0.254929,0.522063,0.644797
638720,0.626246,0.317357,0.695137,0.838372,0.254855,0.522021,0.644710
638784,0.625930,0.317248,0.695261,0.838369,0.254781,0.521978,0.644623
638848,0.625614,0.317139,0.695386,0.838365,0.254708,0.521935,0.644536
638912,0.625298,0.317030,0.695510,0.838362,0.254634,0.521893,0.644450
638976,0.624982,0.316921,0.695635,0.838359,0.254561,0.521850,0.644363
639040,0.624665,0.316812,0.695759,0.838356,0.254487,0.521807,0.644276
639104,0.624349,0.316703,0.695884,0.838353,0.254414,0.521765,0.644189
639168,0.624033,0.316594,0.696008,0.838349,0.254340,0.521722,0.644102
639232,0.623717,0.316486,0.696133,0.838346,0.254267,0.521679,0.644015
639296,0.623401,0.316377,0.696257,0.838343,0.254194,0.521637,0.643929
639360,0.623085,0.316268,0.696382,0.838340,0.254120,0.521594,0.643842
639424,0.622769,0.316159,0.696506,0.838337,0.254047,0.521551,0.643755
639488,0.622453,0.316051,0.696631,0.838333,0.253973,0.521509,0.643668
639552,0.622137,0.315942,0.696756,0.838330,0.253900,0.521466,0.643581
639616,0.621821,0.315833,0.696880,0.838327,0.253827,0.521423,0.643494
639680,0.621505,0.315725,0.697005,0.838323,0.253754,0.521381,0.643407
639744,0.621189,0.315616,0.697129,0.838320,0.253680,0.521338,0.643321
639808,0.620873,0.315508,0.697254,0.838317,0.253607,0.521295,0.643234
639872,0.620557,0.315399,0.697378,0.838314,0.253534,0.521252,0.643147
639936,0.620241,0.315291,0.697502,0.838310,0.253461,0.521210,0.643060
640000,0.619925,0.315182,0.697627,0.838307,0.253388,0.521167,0.642973
640064,0.619609,0.315074,0.697751,0.838304,0.253315,0.521124,0.642886
640128,0.619293,0.314966,0.697876,0.838300,0.253242,0.521082,0.642799
640192,0.618977,0.314857,0.698000,0.838297,0.253169,0.521039,0.642712
640256,0.618661,0.314749,0.698125,0.838294,0.253096,0.520996,0.642625
640320,0.618345,0.314641,0.698249,0.838290,0.253023,0.520954,0.642538
640384,0.618030,0.314533,0.698374,0.838287,0.252950,0.520911,0.642451
640448,0.617714,0.314425,0.698498,0.838284,0.252877,0.520868,0.642364
640512,0.617398,0.314317,0.698623,0.838280,0.252804,0.520826,0.642278
640576,0.617082,0.314208,0.698747,0.838277,0.252731,0.520783,0.642191
640640,0.616766,0.314100,0.698872,0.838273,0.252658,0.520740,0.642104
640704,0.616451,0.313992,0.698996,0.838270,0.252585,0.520697,0.642017
640768,0.616135,0.313884,0.699121,0.838266,0.252513,0.520655,0.641930
640832,0.615819,0.313776,0.699245,0.838263,0.252440,0.520612,0.641843
640896,0.615504,0.313669,0.699369,0.838260,0.252367,0.520569,0.641756
640960,0.615188,0.313561,0.699494,0.838256,0.252294,0.520527,0.641669
641024,0.614872,0.313453,0.699618,0.838253,0.252222,0.520484,0.641582
641088,0.614557,0.313345,0.699743,0.838249,0.252149,0.520441,0.641495
641152,0.614241,0.313237,0.699867,0.838246,0.252076,0.520399,0.641408
641216,0.613925,0.313130,0.699992,0.838242,0.252004,0.520356,0.641321
641280,0.613610,0.313022,0.700116,0.838239,0.251931,0.520313,0.641234
641344,0.613294,0.312914,0.700240,0.838235,0.251859,0.520271,0.641147
641408,0.612979,0.312807,0.700365,0.838231,0.251786,0.520228,0.641060
641472,0.612663,0.312699,0.700489,0.838228,0.251714,0.520185,0.640973
641536,0.612348,0.312591,0.700614,0.838224,0.251641,0.520142,0.640886
641600,0.612032,0.312484,0.700738,0.838221,0.251569,0.520100,0.640799
641664,0.611717,0.312376,0.700862,0.838217,0.251496,0.520057,0.640712
641728,0.611401,0.312269,0.700987,0.838213,0.251424,0.520014,0.640625
641792,0.611086,0.312162,0.701111,0.838210,0.251352,0.519972,0.640538
641856,0.610771,0.312054,0.701236,0.838206,0.251279,0.519929,0.640450
641920,0.610455,0.311947,0.701360,0.838203,0.251207,0.519886,0.640363
641984,0.610140,0.311840,0.701484,0.838199,0.251135,0.519844,0.640276
642048,0.609825,0.311732,0.701609,0.838195,0.251063,0.519801,0.640189
642112,0.609509,0.311625,0.701733,0.838192,0.250990,0.519758,0.640102
642176,0.609194,0.311518,0.701857,0.838188,0.250918,0.519715,0.640015
642240,0.608879,0.311411,0.701982,0.838184,0.250846,0.519673,0.639928
642304,0.608563,0.311304,0.702106,0.838180,0.250774,0.519630,0.639841
642368,0.608248,0.311196,0.702230,0.838177,0.250702,0.519587,0.639754
642432,0.607933,0.311089,0.702355,0.838173,0.250630,0.519545,0.639667
642496,0.607618,0.310982,0.702479,0.838169,0.250558,0.519502,0.639580
642560,0.607303,0.310875,0.702603,0.838165,0.250486,0.519459,0.639493
642624,0.606988,0.310768,0.702728,0.838161,0.250414,0.519417,0.639405
642688,0.606673,0.310661,0.702852,0.838158,0.250342,0.519374,0.639318
642752,0.606358,0.310555,0.702976,0.838154,0.250270,0.519331,0.639231
642816,0.606043,0.310448,0.703101,0.838150,0.250198,0.519288,0.639144
642880,0.605728,0.310341,0.703225,0.838146,0.250126,0.519246,0.639057
642944,0.605413,0.310234,0.703349,0.838142,0.250054,0.519203,0.638970
643008,0.605098,0.310127,0.703474,0.838138,0.249983,0.519160,0.638883
643072,0.604783,0.310021,0.703598,0.838134,0.249911,0.519118,0.638796
643136,0.604468,0.309914,0.703722,0.838130,0.249839,0.519075,0.638708
643200,0.604153,0.309807,0.703847,0.838126,0.249767,0.519032,0.638621
643264,0.603838,0.309701,0.703971,0.838122,0.249696,0.518990,0.638534
643328,0.603523,0.309594,0.704095,0.838118,0.249624,0.518947,0.638447
643392,0.603209,0.309488,0.704219,0.838114,0.249552,0.518904,0.638360
643456,0.602894,0.309381,0.704344,0.838110,0.249481,0.518861,0.638273
643520,0.602579,0.309275,0.704468,0.838106,0.249409,0.518819,0.638185
643584,0.602264,0.309168,0.704592,0.838102,0.249338,0.518776,0.638098
643648,0.601950,0.309062,0.704717,0.838098,0.249266,0.518733,0.638011
643712,0.601635,0.308956,0.704841,0.838094,0.249195,0.518691,0.637924
643776,0.601321,0.308849,0.704965,0.838090,0.249123,0.518648,0.637837
643840,0.601006,0.308743,0.705089,0.838086,0.249052,0.518605,0.637749
643904,0.600691,0.308637,0.705214,0.838082,0.248980,0.518563,0.637662
643968,0.600377,0.308531,0.705338,0.838078,0.248909,0.518520,0.637575
644032,0.600062,0.308424,0.705462,0.838073,0.248838,0.518477,0.637488
644096,0.599748,0.308318,0.705586,0.838069,0.248766,0.518434,0.637400
644160,0.599434,0.308212,0.705711,0.838065,0.248695,0.518392,0.637313
644224,0.599119,0.308106,0.705835,0.838061,0.248624,0.518349,0.637226
644288,0.598805,0.308000,0.705959,0.838056,0.248553,0.518306,0.637139
644352,0.598491,0.307894,0.706083,0.838052,0.248482,0.518264,0.637051
644416,0.598176,0.307788,0.706207,0.838048,0.248410,0.518221,0.636964
644480,0.597862,0.307682,0.706332,0.838044,0.248339,0.518178,0.636877
644544,0.597548,0.307576,0.706456,0.838039,0.248268,0.518136,0.636790
644608,0.597234,0.307470,0.706580,0.838035,0.248197,0.518093,0.636702
644672,0.596919,0.307365,0.706704,0.838031,0.248126,0.518050,0.636615
644736,0.596605,0.307259,0.706828,0.838026,0.248055,0.518007,0.636528
644800,0.596291,0.307153,0.706953,0.838022,0.247984,0.517965,0.636441
644864,0.595977,0.307047,0.707077,0.838017,0.247913,0.517922,0.636353
644928,0.595663,0.306942,0.707201,0.838013,0.247842,0.517879,0.636266
644992,0.595349,0.306836,0.707325,0.838008,0.247771,0.517837,0.636179
